"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"vascularize",200121905,,"verb.change",30,"v","vascularize#2(vascularize%2:30:00::),vascularise#2(vascularise%2:30:00::)","make vascular","the yolk sac is gradually vascularized","vascularize,vascularise",2,70,"verb group",200582813,"verb.change",30,"v","vascularize#1(vascularize%2:30:01::),vascularise#1(vascularise%2:30:01::)","become vascular and have vessels that circulate fluids","The egg yolk vascularized","vascularize,vascularise"
"abscise",201257701,,"verb.contact",35,"v","abscise#2(abscise%2:35:00::)","remove or separate by abscission","","abscise",2,70,"verb group",201257834,"verb.contact",35,"v","abscise#1(abscise%2:35:01::)","shed flowers and leaves and fruit following formation of a scar tissue","","abscise"
"take a shit",200073791,,"verb.body",29,"v","ca-ca#1(ca-ca%2:29:00::),crap#1(crap%2:29:00::),defecate#1(defecate%2:29:00::),take a crap#1(take_a_crap%2:29:00::),take a shit#1(take_a_shit%2:29:00::),shit#2(shit%2:29:00::),stool#4(stool%2:29:00::),make#29(make%2:29:00::)","have a bowel movement","The dog had made in the flower beds","ca-ca,crap,defecate,take a crap,take a shit,shit,stool,make",1,70,"verb group",200071765,"verb.body",29,"v","make water#1(make_water%2:29:00::),wee-wee#1(wee-wee%2:29:00::),wee#1(wee%2:29:00::),spend a penny#1(spend_a_penny%2:29:00::),micturate#1(micturate%2:29:00::),pass water#1(pass_water%2:29:00::),pee#1(pee%2:29:00::),pee-pee#1(pee-pee%2:29:00::),relieve oneself#1(relieve_oneself%2:29:00::),piss#1(piss%2:29:00::),take a leak#1(take_a_leak%2:29:00::),piddle#2(piddle%2:29:00::),urinate#2(urinate%2:29:00::),puddle#9(puddle%2:29:00::),make#49(make%2:29:01::)","eliminate urine","Again, the cat had made on the expensive rug","make water,wee-wee,wee,spend a penny,micturate,pass water,pee,pee-pee,relieve oneself,piss,take a leak,piddle,urinate,puddle,make"
"fulfil",201643935,3,"verb.creation",36,"v","accomplish#1(accomplish%2:36:00::),carry through#1(carry_through%2:36:00::),fulfil#1(fulfil%2:36:00::),carry out#1(carry_out%2:36:00::),fulfill#1(fulfill%2:36:00::),action#2(action%2:36:00::),execute#3(execute%2:36:00::)","put in effect","carry out a task|execute the decision of the people|He actioned the operation","accomplish,carry through,fulfil,carry out,fulfill,action,execute",1,70,"verb group",200487040,"verb.change",30,"v","follow up#1(follow_up%2:30:00::),go through with#1(go_through_with%2:30:00::),follow out#1(follow_out%2:30:00::),put through#1(put_through%2:30:00::),carry out#2(carry_out%2:30:00::),follow through#2(follow_through%2:30:00::),implement#3(implement%2:30:00::)","pursue to a conclusion or bring to a successful issue","Did he go through with the treatment?|He implemented a new economic plan|She followed up his recommendations with a written proposal","follow up,go through with,follow out,put through,carry out,follow through,implement"
"action",201643935,,"verb.creation",36,"v","accomplish#1(accomplish%2:36:00::),carry through#1(carry_through%2:36:00::),fulfil#1(fulfil%2:36:00::),carry out#1(carry_out%2:36:00::),fulfill#1(fulfill%2:36:00::),action#2(action%2:36:00::),execute#3(execute%2:36:00::)","put in effect","carry out a task|execute the decision of the people|He actioned the operation","accomplish,carry through,fulfil,carry out,fulfill,action,execute",2,70,"verb group",200487040,"verb.change",30,"v","follow up#1(follow_up%2:30:00::),go through with#1(go_through_with%2:30:00::),follow out#1(follow_out%2:30:00::),put through#1(put_through%2:30:00::),carry out#2(carry_out%2:30:00::),follow through#2(follow_through%2:30:00::),implement#3(implement%2:30:00::)","pursue to a conclusion or bring to a successful issue","Did he go through with the treatment?|He implemented a new economic plan|She followed up his recommendations with a written proposal","follow up,go through with,follow out,put through,carry out,follow through,implement"
"leave",202012687,146,"verb.motion",38,"v","go forth#1(go_forth%2:38:00::),leave#1(leave%2:38:01::),go away#2(go_away%2:38:00::)","go away from a place","She didn't leave until midnight|The ship leaves at midnight|At what time does your train leave?","go forth,leave,go away",1,70,"verb group",202018689,"verb.motion",38,"v","exit#1(exit%2:38:00::),get out#1(get_out%2:38:01::),go out#1(go_out%2:38:00::),leave#5(leave%2:38:00::)","move out of or depart from","leave the room|the fugitive has left the country","exit,get out,go out,leave"
"appreciate",200316406,,"verb.change",30,"v","apprise#4(apprise%2:30:00::),apprize#4(apprize%2:30:00::),appreciate#5(appreciate%2:30:01::)","increase the value of","The Germans want to appreciate the Deutsche Mark","apprise,apprize,appreciate",5,70,"verb group",200316996,"verb.change",30,"v","revalue#1(revalue%2:30:00::),apprise#3(apprise%2:30:01::),apprize#3(apprize%2:30:01::),appreciate#4(appreciate%2:30:00::)","gain in value","The yen appreciated again!","revalue,apprise,apprize,appreciate"
"acquaint",200903008,1,"verb.communication",32,"v","acquaint#1(acquaint%2:32:00::),introduce#1(introduce%2:32:00::),present#9(present%2:32:01::)","cause to come to know personally","permit me to acquaint you with my son|introduce the new neighbors to the community","acquaint,introduce,present",1,70,"verb group",200875999,"verb.communication",32,"v","familiarise#1(familiarise%2:32:00::),familiarize#1(familiarize%2:32:00::),acquaint#2(acquaint%2:32:01::)","make familiar or conversant with","you should acquaint yourself with your new computer|We familiarized ourselves with the new surroundings","familiarise,familiarize,acquaint"
"back",202458719,7,"verb.social",41,"v","back#1(back%2:41:00::),endorse#1(endorse%2:41:00::),indorse#1(indorse%2:41:00::),plump for#1(plump_for%2:41:00::),plunk for#1(plunk_for%2:41:00::),support#3(support%2:41:01::)","be behind; approve of","He plumped for the Labor Party|I backed Kennedy in 1960","back,endorse,indorse,plump for,plunk for,support",1,70,"verb group",202562006,"verb.social",41,"v","second#1(second%2:41:00::),endorse#2(endorse%2:41:02::),indorse#2(indorse%2:41:02::),back#3(back%2:41:01::)","give support or one's approval to","I can't back this plan|endorse a new project|I'll second that motion","second,endorse,indorse,back"
"support",202458719,14,"verb.social",41,"v","back#1(back%2:41:00::),endorse#1(endorse%2:41:00::),indorse#1(indorse%2:41:00::),plump for#1(plump_for%2:41:00::),plunk for#1(plunk_for%2:41:00::),support#3(support%2:41:01::)","be behind; approve of","He plumped for the Labor Party|I backed Kennedy in 1960","back,endorse,indorse,plump for,plunk for,support",3,70,"verb group",202562006,"verb.social",41,"v","second#1(second%2:41:00::),endorse#2(endorse%2:41:02::),indorse#2(indorse%2:41:02::),back#3(back%2:41:01::)","give support or one's approval to","I can't back this plan|endorse a new project|I'll second that motion","second,endorse,indorse,back"
"confound",200621498,,"verb.cognition",31,"v","confuse#1(confuse%2:31:02::),confound#2(confound%2:31:01::)","mistake one thing for another","you are confusing me with the other candidate|I mistook her for the secretary","confuse,confound",2,70,"verb group",201660475,"verb.creation",36,"v","mix up#1(mix_up%2:36:00::),jumble#2(jumble%2:36:00::),confuse#4(confuse%2:36:00::)","assemble without order or sense","She jumbles the words when she is supposed to write a sentence","mix up,jumble,confuse"
"deny",202216988,15,"verb.possession",40,"v","refuse#4(refuse%2:40:01::),deny#4(deny%2:40:00::)","refuse to let have","She denies me every pleasure|he denies her her weekly allowance","refuse,deny",4,70,"verb group",202217237,"verb.possession",40,"v","abnegate#1(abnegate%2:40:00::),deny#5(deny%2:40:04::)","deny oneself (something); restrain, especially from indulging in some pleasure","She denied herself wine and spirits","abnegate,deny"
"pulverise",200332964,,"verb.change",30,"v","powder#1(powder%2:30:00::),pulverize#1(pulverize%2:30:00::),powderize#2(powderize%2:30:00::),powderise#2(powderise%2:30:00::),pulverise#3(pulverise%2:30:00::)","make into a powder by breaking up or cause to become dust","pulverize the grains","powder,pulverize,powderize,powderise,pulverise",3,70,"verb group",200333255,"verb.change",30,"v","powderize#1(powderize%2:30:01::),powderise#1(powderise%2:30:01::),pulverise#2(pulverise%2:30:01::),pulverize#3(pulverize%2:30:01::)","become powder or dust","When it was blown up, the building powderized","powderize,powderise,pulverise,pulverize"
"stuff",200321949,,"verb.change",30,"v","stuff#6(stuff%2:30:02::)","fill tightly with a material","stuff a pillow with feathers","stuff",6,70,"verb group",200321482,"verb.change",30,"v","farce#1(farce%2:30:00::),stuff#7(stuff%2:30:00::)","fill with a stuffing while cooking","Have you stuffed the turkey yet?","farce,stuff"
"go away",202012687,3,"verb.motion",38,"v","go forth#1(go_forth%2:38:00::),leave#1(leave%2:38:01::),go away#2(go_away%2:38:00::)","go away from a place","She didn't leave until midnight|The ship leaves at midnight|At what time does your train leave?","go forth,leave,go away",2,70,"verb group",202387963,"verb.social",41,"v","pull up stakes#1(pull_up_stakes%2:41:00::),depart#5(depart%2:41:00::),leave#8(leave%2:41:00::)","remove oneself from an association with or participation in","She wants to leave|The teenager left home|She left her position with the Red Cross|He left the Senate after two terms|after 20 years with the same company, she pulled up stakes","pull up stakes,depart,leave"
"junket",201188508,,"verb.consumption",34,"v","feast#1(feast%2:34:00::),banquet#2(banquet%2:34:00::),junket#3(junket%2:34:00::)","partake in a feast or banquet","","feast,banquet,junket",3,70,"verb group",201188735,"verb.consumption",34,"v","banquet#1(banquet%2:34:01::),junket#2(junket%2:34:01::),feast#2(feast%2:34:01::)","provide a feast or banquet for","","banquet,junket,feast"
"drive out",202059722,,"verb.motion",38,"v","drive out#2(drive_out%2:38:00::),rout out#2(rout_out%2:38:00::),rouse#2(rouse%2:38:00::),force out#3(force_out%2:38:01::)","force or drive out","The police routed them out of bed at 2 A.M.","drive out,rout out,rouse,force out",2,70,"verb group",202005952,"verb.motion",38,"v","chase away#1(chase_away%2:38:00::),dispel#1(dispel%2:38:00::),drive away#1(drive_away%2:38:00::),drive off#1(drive_off%2:38:06::),drive out#1(drive_out%2:38:01::),run off#3(run_off%2:38:00::),turn back#3(turn_back%2:38:02::)","force to go away; used both with concrete and metaphoric meanings","Drive away potential burglars|drive away bad thoughts|dispel doubts|The supermarket had to turn back many disappointed customers","chase away,dispel,drive away,drive off,drive out,run off,turn back"
"take a breath",200001740,3,"verb.body",29,"v","breathe#1(breathe%2:29:00::),take a breath#1(take_a_breath%2:29:00::),suspire#2(suspire%2:29:03::),respire#3(respire%2:29:00::)","draw air into, and expel out of, the lungs","I can breathe better when the air is clean|The patient is respiring","breathe,take a breath,suspire,respire",1,70,"verb group",200002573,"verb.body",29,"v","respire#1(respire%2:29:02::)","breathe easily again, as after exertion or anxiety","","respire"
"bedevil",200623622,,"verb.cognition",31,"v","confound#1(confound%2:31:02::),befuddle#1(befuddle%2:31:00::),bedevil#2(bedevil%2:31:00::),confuse#2(confuse%2:31:03::),fox#2(fox%2:31:00::),discombobulate#2(discombobulate%2:31:00::),fuddle#3(fuddle%2:31:00::),throw#15(throw%2:31:00::)","be confusing or perplexing to; cause to be unable to think clearly","These questions confuse even the experts|This question completely threw me|This question befuddled even the teacher","confound,befuddle,bedevil,confuse,fox,discombobulate,fuddle,throw",2,70,"verb group",201794300,"verb.emotion",37,"v","disconcert#1(disconcert%2:37:02::),flurry#2(flurry%2:37:00::),confuse#3(confuse%2:37:00::),put off#4(put_off%2:37:02::)","cause to feel embarrassment","The constant attention of the young man confused her","disconcert,flurry,confuse,put off"
"burn",200378744,2,"verb.change",30,"v","incinerate#2(incinerate%2:30:00::),burn#7(burn%2:30:01::)","cause to undergo combustion","burn garbage|The car burns only Diesel oil","incinerate,burn",7,70,"verb group",200379063,"verb.change",30,"v","incinerate#1(incinerate%2:30:01::)","become reduced to ashes","The paper incinerated quickly","incinerate"
"summarise",201009942,,"verb.communication",32,"v","sum up#1(sum_up%2:32:00::),summarize#1(summarize%2:32:00::),summarise#2(summarise%2:32:00::),resume#4(resume%2:32:00::)","give a summary (of)","he summed up his results|I will now summarize","sum up,summarize,summarise,resume",2,70,"verb group",202757809,"verb.stative",42,"v","summarise#1(summarise%2:42:00::),sum#1(sum%2:42:00::),summarize#2(summarize%2:42:00::),sum up#2(sum_up%2:42:00::)","be a summary of","The abstract summarizes the main ideas in the paper","summarise,sum,summarize,sum up"
"look into",200663441,2,"verb.cognition",31,"v","check#1(check%2:31:00::),check into#1(check_into%2:31:00::),check out#1(check_out%2:31:00::),suss out#1(suss_out%2:31:00::),check up on#1(check_up_on%2:31:00::),check over#1(check_over%2:31:00::),look into#2(look_into%2:31:00::),go over#3(go_over%2:31:01::)","examine so as to determine accuracy, quality, or condition","check the brakes|Check out the engine","check,check into,check out,suss out,check up on,check over,look into,go over",2,70,"verb group",200663799,"verb.cognition",31,"v","check off#1(check_off%2:31:00::),tick off#1(tick_off%2:31:00::),mark off#2(mark_off%2:31:00::),tick#4(tick%2:31:00::),check#6(check%2:31:01::),mark#13(mark%2:31:08::)","put a check mark on or near or next to","Please check each name on the list|tick off the items|mark off the units","check off,tick off,mark off,tick,check,mark"
"check",200663441,27,"verb.cognition",31,"v","check#1(check%2:31:00::),check into#1(check_into%2:31:00::),check out#1(check_out%2:31:00::),suss out#1(suss_out%2:31:00::),check up on#1(check_up_on%2:31:00::),check over#1(check_over%2:31:00::),look into#2(look_into%2:31:00::),go over#3(go_over%2:31:01::)","examine so as to determine accuracy, quality, or condition","check the brakes|Check out the engine","check,check into,check out,suss out,check up on,check over,look into,go over",1,70,"verb group",200663799,"verb.cognition",31,"v","check off#1(check_off%2:31:00::),tick off#1(tick_off%2:31:00::),mark off#2(mark_off%2:31:00::),tick#4(tick%2:31:00::),check#6(check%2:31:01::),mark#13(mark%2:31:08::)","put a check mark on or near or next to","Please check each name on the list|tick off the items|mark off the units","check off,tick off,mark off,tick,check,mark"
"see to it",200664206,4,"verb.cognition",31,"v","see to it#1(see_to_it%2:31:00::),insure#1(insure%2:31:00::),ascertain#2(ascertain%2:31:00::),ensure#2(ensure%2:31:00::),check#3(check%2:31:02::),assure#4(assure%2:31:00::),control#8(control%2:31:01::),see#10(see%2:31:03::)","be careful or certain to do something; make certain of something","He verified that the valves were closed|See that the curtains are closed|control the quality of the product","see to it,insure,ascertain,ensure,check,assure,control,see",1,70,"verb group",200663799,"verb.cognition",31,"v","check off#1(check_off%2:31:00::),tick off#1(tick_off%2:31:00::),mark off#2(mark_off%2:31:00::),tick#4(tick%2:31:00::),check#6(check%2:31:01::),mark#13(mark%2:31:08::)","put a check mark on or near or next to","Please check each name on the list|tick off the items|mark off the units","check off,tick off,mark off,tick,check,mark"
"control",200664206,,"verb.cognition",31,"v","see to it#1(see_to_it%2:31:00::),insure#1(insure%2:31:00::),ascertain#2(ascertain%2:31:00::),ensure#2(ensure%2:31:00::),check#3(check%2:31:02::),assure#4(assure%2:31:00::),control#8(control%2:31:01::),see#10(see%2:31:03::)","be careful or certain to do something; make certain of something","He verified that the valves were closed|See that the curtains are closed|control the quality of the product","see to it,insure,ascertain,ensure,check,assure,control,see",8,70,"verb group",200663799,"verb.cognition",31,"v","check off#1(check_off%2:31:00::),tick off#1(tick_off%2:31:00::),mark off#2(mark_off%2:31:00::),tick#4(tick%2:31:00::),check#6(check%2:31:01::),mark#13(mark%2:31:08::)","put a check mark on or near or next to","Please check each name on the list|tick off the items|mark off the units","check off,tick off,mark off,tick,check,mark"
"assure",200664206,6,"verb.cognition",31,"v","see to it#1(see_to_it%2:31:00::),insure#1(insure%2:31:00::),ascertain#2(ascertain%2:31:00::),ensure#2(ensure%2:31:00::),check#3(check%2:31:02::),assure#4(assure%2:31:00::),control#8(control%2:31:01::),see#10(see%2:31:03::)","be careful or certain to do something; make certain of something","He verified that the valves were closed|See that the curtains are closed|control the quality of the product","see to it,insure,ascertain,ensure,check,assure,control,see",4,70,"verb group",200663799,"verb.cognition",31,"v","check off#1(check_off%2:31:00::),tick off#1(tick_off%2:31:00::),mark off#2(mark_off%2:31:00::),tick#4(tick%2:31:00::),check#6(check%2:31:01::),mark#13(mark%2:31:08::)","put a check mark on or near or next to","Please check each name on the list|tick off the items|mark off the units","check off,tick off,mark off,tick,check,mark"
"scar",201553515,,"verb.contact",35,"v","pock#1(pock%2:35:00::),scar#1(scar%2:35:00::),pit#2(pit%2:35:00::),mark#8(mark%2:35:02::)","mark with a scar","The skin disease scarred his face permanently","pock,scar,pit,mark",1,70,"verb group",201278241,"verb.contact",35,"v","nock#1(nock%2:35:00::),score#2(score%2:35:00::),mark#9(mark%2:35:01::)","make small marks into the surface of","score the clay before firing it","nock,score,mark"
"eradicate",200471723,2,"verb.change",30,"v","annihilate#1(annihilate%2:30:00::),eradicate#1(eradicate%2:30:00::),decimate#2(decimate%2:30:00::),wipe out#2(wipe_out%2:30:00::),eliminate#3(eliminate%2:30:00::),carry off#3(carry_off%2:30:00::),extinguish#5(extinguish%2:30:01::)","kill in large numbers","the plague wiped out an entire population","annihilate,eradicate,decimate,wipe out,eliminate,carry off,extinguish",1,70,"verb group",200472080,"verb.change",30,"v","decimate#1(decimate%2:30:01::)","kill one in every ten, as of mutineers in Roman armies","","decimate"
"concord",202705185,,"verb.stative",42,"v","accord#1(accord%2:42:00::),harmonise#1(harmonise%2:42:00::),concord#1(concord%2:42:00::),harmonize#1(harmonize%2:42:00::),fit in#1(fit_in%2:42:00::),consort#2(consort%2:42:00::),agree#4(agree%2:42:01::)","go together","The colors don't harmonize|Their ideas concorded","accord,harmonise,concord,harmonize,fit in,consort,agree",1,70,"verb group",202662554,"verb.stative",42,"v","gibe#1(gibe%2:42:00::),match#1(match%2:42:00::),jibe#1(jibe%2:42:00::),correspond#1(correspond%2:42:00::),tally#1(tally%2:42:00::),agree#3(agree%2:42:00::),fit#5(fit%2:42:04::),check#9(check%2:42:08::)","be compatible, similar or consistent; coincide in their characteristics","The two stories don't agree in many details|The handwriting checks with the signature on the check|The suspect's fingerprints don't match those on the gun","gibe,match,jibe,correspond,tally,agree,fit,check"
"harmonise",202705185,,"verb.stative",42,"v","accord#1(accord%2:42:00::),harmonise#1(harmonise%2:42:00::),concord#1(concord%2:42:00::),harmonize#1(harmonize%2:42:00::),fit in#1(fit_in%2:42:00::),consort#2(consort%2:42:00::),agree#4(agree%2:42:01::)","go together","The colors don't harmonize|Their ideas concorded","accord,harmonise,concord,harmonize,fit in,consort,agree",1,70,"verb group",202662554,"verb.stative",42,"v","gibe#1(gibe%2:42:00::),match#1(match%2:42:00::),jibe#1(jibe%2:42:00::),correspond#1(correspond%2:42:00::),tally#1(tally%2:42:00::),agree#3(agree%2:42:00::),fit#5(fit%2:42:04::),check#9(check%2:42:08::)","be compatible, similar or consistent; coincide in their characteristics","The two stories don't agree in many details|The handwriting checks with the signature on the check|The suspect's fingerprints don't match those on the gun","gibe,match,jibe,correspond,tally,agree,fit,check"
