"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"stampede",202599988,,"verb.social",41,"v","stampede#2(stampede%2:41:01::)","cause a group or mass of people to act on an impulse or hurriedly and impulsively","The tavern owners stampeded us into overeating","stampede",2,23,"cause",202599809,"verb.social",41,"v","stampede#3(stampede%2:41:00::)","act, usually en masse, hurriedly or on an impulse","Companies will now stampede to release their latest software","stampede"
"bring up",201977276,1,"verb.motion",38,"v","lift#1(lift%2:38:00::),elevate#2(elevate%2:38:00::),raise#2(raise%2:38:00::),get up#3(get_up%2:38:00::),bring up#4(bring_up%2:38:00::)","raise from a lower to a higher position","Raise your hands|Lift a load","lift,elevate,raise,get up,bring up",4,23,"cause",201971776,"verb.motion",38,"v","rise#1(rise%2:38:00::),go up#1(go_up%2:38:00::),move up#2(move_up%2:38:00::),lift#4(lift%2:38:03::),arise#5(arise%2:38:04::),come up#6(come_up%2:38:03::),uprise#6(uprise%2:38:01::)","move upward","The fog lifted|The smoke arose from the forest fire|The mist uprose from the meadows","rise,go up,move up,lift,arise,come up,uprise"
"mellow",200255558,,"verb.change",30,"v","mellow#1(mellow%2:30:01::)","soften, make mellow","Age and experience mellowed him over the years","mellow",1,23,"cause",200255184,"verb.change",30,"v","mellow#3(mellow%2:30:00::)","make or grow (more) mellow","The sun mellowed the fruit|These apples need to mellow a bit more","mellow"
"pressure",202509574,1,"verb.social",41,"v","coerce#1(coerce%2:41:00::),force#1(force%2:41:00::),hale#1(hale%2:41:00::),pressure#1(pressure%2:41:00::),squeeze#4(squeeze%2:41:01::)","to cause to do through pressure or necessity, by physical, moral or intellectual means","She forced him to take a job in the city|He squeezed her for information","coerce,force,hale,pressure,squeeze",1,23,"cause",202371743,"verb.social",41,"v","act#1(act%2:41:00::),move#8(move%2:41:00::)","perform an action, or work out or perform (an action)","think before you act|The governor should act on the new energy bill|We must move quickly|The nanny acted quickly by grabbing the toddler and covering him with a wet towel","act,move"
"seat",201546605,,"verb.contact",35,"v","seat#7(seat%2:35:02::)","place in or on a seat","the mother seated the toddler on the high chair","seat",7,23,"cause",201545443,"verb.contact",35,"v","sit#1(sit%2:35:00::),sit down#3(sit_down%2:35:03::)","be seated","","sit,sit down"
"fill up",200453558,2,"verb.change",30,"v","fill#1(fill%2:30:01::),make full#1(make_full%2:30:00::),fill up#1(fill_up%2:30:00::)","make full, also in a metaphorical sense","fill a container|fill the child with pride","fill,make full,fill up",1,23,"cause",200452884,"verb.change",30,"v","fill up#2(fill_up%2:30:01::),fill#2(fill%2:30:00::)","become full","The pool slowly filled with water|The theater filled up slowly","fill up,fill"
"ripen",200250855,1,"verb.change",30,"v","ripen#1(ripen%2:30:01::),mature#4(mature%2:30:04::)","cause to ripen or develop fully","The sun ripens the fruit|Age matures a good wine","ripen,mature",1,23,"cause",200250738,"verb.change",30,"v","ripen#2(ripen%2:30:00::)","grow ripe","The plums ripen in July","ripen"
"nurture",202544817,,"verb.social",41,"v","parent#1(parent%2:41:00::),bring up#2(bring_up%2:41:00::),nurture#2(nurture%2:41:00::),rear#2(rear%2:41:00::),raise#6(raise%2:41:00::)","look after a child until it is an adult","raise a family|bring up children","parent,bring up,nurture,rear,raise",2,23,"cause",202545407,"verb.social",41,"v","grow up#1(grow_up%2:41:00::)","become an adult","","grow up"
"harden",200444430,,"verb.change",30,"v","harden#2(harden%2:30:01::),indurate#2(indurate%2:30:01::)","make hard or harder","The cold hardened the butter","harden,indurate",2,23,"cause",200444162,"verb.change",30,"v","harden#1(harden%2:30:00::),indurate#3(indurate%2:30:00::)","become hard or harder","The wax hardened","harden,indurate"
"fell",201260781,4,"verb.contact",35,"v","fell#1(fell%2:35:00::),strike down#3(strike_down%2:35:00::),cut down#6(cut_down%2:35:02::),drop#9(drop%2:35:03::)","cause to fall by or as if by delivering a blow","strike down a tree|Lightning struck down the hikers","fell,strike down,cut down,drop",1,23,"cause",201974040,"verb.motion",38,"v","descend#1(descend%2:38:00::),go down#1(go_down%2:38:02::),come down#1(come_down%2:38:00::),fall#2(fall%2:38:00::)","move downward and lower, but not necessarily all the way","The temperature is going down|The barometer is falling|The curtain fell on the diva|Her hand went up and then fell again","descend,go down,come down,fall"
"alter",200126072,26,"verb.change",30,"v","alter#1(alter%2:30:01::),change#1(change%2:30:01::),modify#3(modify%2:30:10::)","cause to change; make different; cause a transformation","The advent of the automobile may have altered the growth pattern of the city|The discussion has changed my thinking about the issue","alter,change,modify",1,23,"cause",200109468,"verb.change",30,"v","change#2(change%2:30:00::)","undergo a change; become different in essence; losing one's or its original nature","She changed completely as she grew older|The weather changed last night","change"
"bulk",200257255,,"verb.change",30,"v","bulk#2(bulk%2:30:00::),bulge#4(bulge%2:30:01::)","cause to bulge or swell outwards","","bulk,bulge",2,23,"cause",200264117,"verb.change",30,"v","bulge#1(bulge%2:30:00::),pouch#3(pouch%2:30:00::),protrude#3(protrude%2:30:00::)","swell or protrude outwards","His stomach bulged after the huge meal","bulge,pouch,protrude"
"emaciate",200390108,,"verb.change",30,"v","emaciate#1(emaciate%2:30:01::),macerate#4(macerate%2:30:03::),waste#8(waste%2:30:01::)","cause to grow thin or weak","The treatment emaciated him","emaciate,macerate,waste",1,23,"cause",200389940,"verb.change",30,"v","emaciate#2(emaciate%2:30:00::)","grow weak and thin or waste away physically","She emaciated during the chemotherapy","emaciate"
"let out",200935925,2,"verb.communication",32,"v","divulge#1(divulge%2:32:00::),let on#1(let_on%2:32:00::),disclose#1(disclose%2:32:00::),reveal#2(reveal%2:32:00::),unwrap#2(unwrap%2:32:00::),expose#2(expose%2:32:01::),let out#2(let_out%2:32:00::),give away#2(give_away%2:32:00::),uncover#3(uncover%2:32:00::),discover#6(discover%2:32:04::),bring out#9(bring_out%2:32:06::),break#15(break%2:32:00::)","make known to the public information that was previously known only to a few people or that was meant to be kept a secret","The auction house would not disclose the price at which the van Gogh had sold|The actress won't reveal how old she is|bring out the truth|he broke the news to her|unwrap the evidence in the murder case|The newspaper uncovered the President's illegal dealings","divulge,let on,disclose,reveal,unwrap,expose,let out,give away,uncover,discover,bring out,break",2,23,"cause",200938161,"verb.communication",32,"v","get around#1(get_around%2:32:00::),get out#6(get_out%2:32:00::),break#46(break%2:32:05::)","be released or become known; of news","News of her death broke in the morning","get around,get out,break"
"ferment",200459800,,"verb.change",30,"v","ferment#3(ferment%2:30:01::),work#25(work%2:30:14::)","cause to undergo fermentation","We ferment the grapes for a very long time to achieve high alcohol content|The vintner worked the wine in big oak vats","ferment,work",3,23,"cause",200459517,"verb.change",30,"v","sour#1(sour%2:30:01::),ferment#4(ferment%2:30:00::),turn#25(turn%2:30:01::),work#26(work%2:30:13::)","go sour or spoil","The milk has soured|The wine worked|The cream has turned--we have to throw it out","sour,ferment,turn,work"
"hush up",200462539,,"verb.change",30,"v","silence#1(silence%2:30:00::),hush up#2(hush_up%2:30:00::),still#2(still%2:30:00::),hush#2(hush%2:30:01::),shut up#3(shut_up%2:30:00::),quieten#3(quieten%2:30:00::)","cause to be quiet or not talk","Please silence the children in the church!","silence,hush up,still,hush,shut up,quieten",2,23,"cause",200462400,"verb.change",30,"v","hush#1(hush%2:30:00::)","become quiet or still; fall silent","hush my baby!","hush"
"terminate",200353511,8,"verb.change",30,"v","terminate#1(terminate%2:30:01::),end#2(end%2:30:01::)","bring to an end or halt","The attack on Poland terminated the relatively peaceful period after WW I|She ended their friendship when she found out that he had once been convicted of a crime","terminate,end",1,23,"cause",202615038,"verb.stative",42,"v","end#1(end%2:42:00::),cease#2(cease%2:42:13::),terminate#2(terminate%2:42:00::),finish#3(finish%2:42:00::),stop#9(stop%2:42:13::)","have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical","the bronchioles terminate in a capillary bed|Your rights stop where you infringe upon the rights of other|My property ends by the bushes|The symphony ends in a pianissimo","end,cease,terminate,finish,stop"
"disseminate",200970234,6,"verb.communication",32,"v","disseminate#1(disseminate%2:32:00::),circulate#2(circulate%2:32:00::),pass around#2(pass_around%2:32:00::),circularise#3(circularise%2:32:00::),broadcast#3(broadcast%2:32:00::),diffuse#3(diffuse%2:32:00::),circularize#4(circularize%2:32:00::),spread#5(spread%2:32:00::),disperse#6(disperse%2:32:00::),propagate#6(propagate%2:32:00::),distribute#6(distribute%2:32:00::)","cause to become widely known","spread information|circulate a rumor|broadcast the news","disseminate,circulate,pass around,circularise,broadcast,diffuse,circularize,spread,disperse,propagate,distribute",1,23,"cause",200971896,"verb.communication",32,"v","circulate#1(circulate%2:32:01::),go around#2(go_around%2:32:00::),spread#6(spread%2:32:02::)","become widely known and passed on","the rumor spread|the story went around in the office","circulate,go around,spread"
"convulse",200861743,1,"verb.communication",32,"v","convulse#1(convulse%2:32:00::)","make someone convulse with laughter","The comedian convulsed the crowd","convulse",1,23,"cause",200032290,"verb.body",29,"v","convulse#2(convulse%2:29:00::)","be overcome with laughter","","convulse"
"make relaxed",200025647,,"verb.body",29,"v","make relaxed#1(make_relaxed%2:29:00::),unstrain#1(unstrain%2:29:00::),unlax#1(unlax%2:29:01::),relax#4(relax%2:29:01::),unwind#4(unwind%2:29:01::),loosen up#5(loosen_up%2:29:01::)","cause to feel relaxed","A hot bath always relaxes me","make relaxed,unstrain,unlax,relax,unwind,loosen up",1,23,"cause",200026378,"verb.body",29,"v","relax#1(relax%2:29:00::),unwind#3(unwind%2:29:00::),decompress#3(decompress%2:29:00::),loosen up#4(loosen_up%2:29:00::),unbend#5(unbend%2:29:01::),slow down#5(slow_down%2:29:00::)","become less tense, rest, or take one's ease","He relaxed in the hot tub|Let's all relax after a hard day's work","relax,unwind,decompress,loosen up,unbend,slow down"
"sink",201990083,5,"verb.motion",38,"v","sink#2(sink%2:38:02::)","cause to sink","The Japanese sank American ships in Pearl Harbor","sink",2,23,"cause",201993087,"verb.motion",38,"v","go under#1(go_under%2:38:00::),go down#2(go_down%2:38:00::),sink#4(sink%2:38:00::),settle#6(settle%2:38:07::)","go under","The raft sank and its occupants drowned","go under,go down,sink,settle"
"suborn",200836764,,"verb.communication",32,"v","suborn#3(suborn%2:32:00::)","induce to commit perjury or give false testimony","The President tried to suborn false witnesses","suborn",3,23,"cause",200836566,"verb.communication",32,"v","perjure#1(perjure%2:32:00::)","knowingly tell an untruth in a legal court and render oneself guilty of perjury","","perjure"
"affright",201782584,,"verb.emotion",37,"v","affright#1(affright%2:37:00::),scare#1(scare%2:37:00::),frighten#1(frighten%2:37:00::),fright#1(fright%2:37:00::)","cause fear in","The stranger who hangs around the building frightens me|Ghosts could never affright her","affright,scare,frighten,fright",1,23,"cause",201783523,"verb.emotion",37,"v","dread#1(dread%2:37:00::),fear#2(fear%2:37:00::)","be afraid or scared of; be frightened of","I fear the winters in Moscow|We should not fear the Communists!","dread,fear"
"change",200126072,57,"verb.change",30,"v","alter#1(alter%2:30:01::),change#1(change%2:30:01::),modify#3(modify%2:30:10::)","cause to change; make different; cause a transformation","The advent of the automobile may have altered the growth pattern of the city|The discussion has changed my thinking about the issue","alter,change,modify",1,23,"cause",200109468,"verb.change",30,"v","change#2(change%2:30:00::)","undergo a change; become different in essence; losing one's or its original nature","She changed completely as she grew older|The weather changed last night","change"
"trigger",201646737,4,"verb.creation",36,"v","activate#1(activate%2:36:00::),actuate#1(actuate%2:36:00::),set off#1(set_off%2:36:00::),spark#1(spark%2:36:00::),touch off#1(touch_off%2:36:00::),trigger#1(trigger%2:36:00::),trigger off#1(trigger_off%2:36:00::),spark off#1(spark_off%2:36:00::),trip#4(trip%2:36:00::)","put in motion or move to act","trigger a reaction|actuate the circuits","activate,actuate,set off,spark,touch off,trigger,trigger off,spark off,trip",1,23,"cause",200340744,"verb.change",30,"v","come about#1(come_about%2:30:00::),happen#1(happen%2:30:00::),occur#1(occur%2:30:00::),take place#1(take_place%2:30:00::),hap#1(hap%2:30:00::),go on#2(go_on%2:30:00::),pass off#5(pass_off%2:30:00::),fall out#5(fall_out%2:30:00::),pass#8(pass%2:30:00::)","come to pass","What is happening?|The meeting took place off without an incidence|Nothing occurred that seemed important","come about,happen,occur,take place,hap,go on,pass off,fall out,pass"
"compel",202511558,21,"verb.social",41,"v","compel#1(compel%2:41:00::),oblige#1(oblige%2:41:00::),obligate#1(obligate%2:41:00::)","force somebody to do something","We compel all students to fill out this form","compel,oblige,obligate",1,23,"cause",202371743,"verb.social",41,"v","act#1(act%2:41:00::),move#8(move%2:41:00::)","perform an action, or work out or perform (an action)","think before you act|The governor should act on the new energy bill|We must move quickly|The nanny acted quickly by grabbing the toddler and covering him with a wet towel","act,move"
"boil",200375370,3,"verb.change",30,"v","boil#3(boil%2:30:02::)","bring to, or maintain at, the boiling point","boil this liquid until it evaporates","boil",3,23,"cause",200375723,"verb.change",30,"v","boil#1(boil%2:30:01::)","come to the boiling point and change from a liquid to vapor","Water boils at 100 degrees Celsius","boil"
"raise",202544817,7,"verb.social",41,"v","parent#1(parent%2:41:00::),bring up#2(bring_up%2:41:00::),nurture#2(nurture%2:41:00::),rear#2(rear%2:41:00::),raise#6(raise%2:41:00::)","look after a child until it is an adult","raise a family|bring up children","parent,bring up,nurture,rear,raise",6,23,"cause",202545407,"verb.social",41,"v","grow up#1(grow_up%2:41:00::)","become an adult","","grow up"
"pain",201796128,,"verb.emotion",37,"v","anguish#2(anguish%2:37:00::),pain#2(pain%2:37:00::),hurt#3(hurt%2:37:01::)","cause emotional anguish or make miserable","It pains me to see my children not being taught well in school","anguish,pain,hurt",2,23,"cause",201798211,"verb.emotion",37,"v","suffer#3(suffer%2:37:00::)","experience (emotional) pain","Every time her husband gets drunk, she suffers","suffer"
"pass",202528982,1,"verb.social",41,"v","pass#16(pass%2:41:07::)","accept or judge as acceptable","The teacher passed the student although he was weak","pass",16,23,"cause",202530073,"verb.social",41,"v","make it#3(make_it%2:41:05::),pass#14(pass%2:41:08::)","go successfully through a test or a selection process","She passed the new Jersey Bar Exam and can practice law now","make it,pass"
"knell",202185365,,"verb.perception",39,"v","knell#2(knell%2:39:01::),ring#3(ring%2:39:01::)","make (bells) ring, often for the purposes of musical edification","Ring the bells|My uncle rings every Sunday at the local church","knell,ring",2,23,"cause",202180093,"verb.perception",39,"v","sound#2(sound%2:39:00::),go#11(go%2:39:00::)","make a certain noise or sound","She went `Mmmmm'|The gun went `bang'","sound,go"
"transfer",202224624,1,"verb.possession",40,"v","transfer#5(transfer%2:40:00::)","cause to change ownership","I transferred my stock holdings to my children","transfer",5,23,"cause",202226122,"verb.possession",40,"v","change owners#1(change_owners%2:40:00::),change hands#1(change_hands%2:40:00::)","be transferred to another owner","This restaurant changed hands twice last year","change owners,change hands"
"trigger off",201646737,,"verb.creation",36,"v","activate#1(activate%2:36:00::),actuate#1(actuate%2:36:00::),set off#1(set_off%2:36:00::),spark#1(spark%2:36:00::),touch off#1(touch_off%2:36:00::),trigger#1(trigger%2:36:00::),trigger off#1(trigger_off%2:36:00::),spark off#1(spark_off%2:36:00::),trip#4(trip%2:36:00::)","put in motion or move to act","trigger a reaction|actuate the circuits","activate,actuate,set off,spark,touch off,trigger,trigger off,spark off,trip",1,23,"cause",200340744,"verb.change",30,"v","come about#1(come_about%2:30:00::),happen#1(happen%2:30:00::),occur#1(occur%2:30:00::),take place#1(take_place%2:30:00::),hap#1(hap%2:30:00::),go on#2(go_on%2:30:00::),pass off#5(pass_off%2:30:00::),fall out#5(fall_out%2:30:00::),pass#8(pass%2:30:00::)","come to pass","What is happening?|The meeting took place off without an incidence|Nothing occurred that seemed important","come about,happen,occur,take place,hap,go on,pass off,fall out,pass"
"empty",200450738,4,"verb.change",30,"v","empty#1(empty%2:30:01::)","make void or empty of contents","Empty the box|The alarm emptied the building","empty",1,23,"cause",200449726,"verb.change",30,"v","empty#2(empty%2:30:00::),discharge#11(discharge%2:30:00::)","become empty or void of its content","The room emptied","empty,discharge"
"orient",202718028,1,"verb.stative",42,"v","orient#3(orient%2:42:01::)","cause to point","Orient the house towards the West","orient",3,23,"cause",202718298,"verb.stative",42,"v","orient#1(orient%2:42:00::),point#2(point%2:42:00::)","be oriented","The weather vane points North|the dancers toes pointed outward","orient,point"
"work",200100305,9,"verb.body",29,"v","exercise#3(exercise%2:29:01::),work#6(work%2:29:00::),work out#8(work_out%2:29:01::)","give a workout to","Some parents exercise their infants|My personal trainer works me hard|work one's muscles|this puzzle will exercise your mind","exercise,work,work out",6,23,"cause",200099475,"verb.body",29,"v","work out#4(work_out%2:29:00::),exercise#4(exercise%2:29:00::)","do physical exercise","She works out in the gym every day","work out,exercise"
"revive",200097837,5,"verb.body",29,"v","revive#1(revive%2:29:01::),resuscitate#1(resuscitate%2:29:00::)","cause to regain consciousness","The doctors revived the comatose man","revive,resuscitate",1,23,"cause",200024040,"verb.body",29,"v","resuscitate#2(resuscitate%2:29:01::),come to#4(come_to%2:29:00::),revive#5(revive%2:29:02::)","return to consciousness","The patient came to quickly|She revived after the doctor gave her an injection","resuscitate,come to,revive"
"heighten",200227591,,"verb.change",30,"v","deepen#1(deepen%2:30:01::),compound#1(compound%2:30:01::),intensify#2(intensify%2:30:01::),heighten#6(heighten%2:30:04::)","make more intense, stronger, or more marked","The efforts were intensified|Her rudeness intensified his dislike for her|This event only deepened my convictions|Pot smokers claim it heightens their awareness","deepen,compound,intensify,heighten",6,23,"cause",200226992,"verb.change",30,"v","deepen#2(deepen%2:30:00::),intensify#3(intensify%2:30:00::)","become more intense","The debate intensified|His dislike for raw fish only deepened in Japan","deepen,intensify"
"freeze",200376567,1,"verb.change",30,"v","freeze#4(freeze%2:30:02::)","cause to freeze","Freeze the leftover food","freeze",4,23,"cause",200374837,"verb.change",30,"v","freeze#2(freeze%2:30:00::)","change to ice","The water in the bowl froze","freeze"
"dovetail",202665607,1,"verb.stative",42,"v","dovetail#1(dovetail%2:42:00::)","fit together tightly, as if by means of a dovetail","","dovetail",1,23,"cause",202665080,"verb.stative",42,"v","fit#2(fit%2:42:02::),go#26(go%2:42:05::)","be the right size or shape; fit correctly or as desired","This piece won't fit into the puzzle","fit,go"
"pall",200539581,,"verb.change",30,"v","pall#5(pall%2:30:03::)","cause to become flat","pall the beer","pall",5,23,"cause",200539450,"verb.change",30,"v","become flat#1(become_flat%2:30:01::),pall#6(pall%2:30:02::),die#9(die%2:30:05::)","lose sparkle or bouquet","wine and beer can pall","become flat,pall,die"
"cause to sleep",200019266,,"verb.body",29,"v","cause to sleep#1(cause_to_sleep%2:29:00::)","make fall asleep","The soft music caused us to fall asleep","cause to sleep",1,23,"cause",200014735,"verb.body",29,"v","catch some Z's#1(catch_some_z's%2:29:00::),log Z's#1(log_z's%2:29:00::),slumber#1(slumber%2:29:00::),sleep#1(sleep%2:29:00::),kip#1(kip%2:29:00::)","be asleep","","catch some Z's,log Z's,slumber,sleep,kip"
"loose",200420359,,"verb.change",30,"v","loosen#1(loosen%2:30:01::),loose#3(loose%2:30:02::)","make loose or looser","loosen the tension on a rope","loosen,loose",3,23,"cause",200420121,"verb.change",30,"v","relax#3(relax%2:30:02::),loose#4(loose%2:30:01::),loosen#7(loosen%2:30:00::)","become loose or looser or less tight","The noose loosened|the rope relaxed","relax,loose,loosen"
"unionise",202440095,,"verb.social",41,"v","unionize#1(unionize%2:41:01::),unionise#1(unionise%2:41:01::)","recruit for a union or organize into a union","We don't allow people to come into our plant and try to unionize the workers","unionize,unionise",1,23,"cause",202438466,"verb.social",41,"v","unionize#2(unionize%2:41:00::),unionise#2(unionise%2:41:00::),organise#3(organise%2:41:02::),organize#6(organize%2:41:02::)","form or join a union","The auto workers decided to unionize","unionize,unionise,organise,organize"
"break",200935925,2,"verb.communication",32,"v","divulge#1(divulge%2:32:00::),let on#1(let_on%2:32:00::),disclose#1(disclose%2:32:00::),reveal#2(reveal%2:32:00::),unwrap#2(unwrap%2:32:00::),expose#2(expose%2:32:01::),let out#2(let_out%2:32:00::),give away#2(give_away%2:32:00::),uncover#3(uncover%2:32:00::),discover#6(discover%2:32:04::),bring out#9(bring_out%2:32:06::),break#15(break%2:32:00::)","make known to the public information that was previously known only to a few people or that was meant to be kept a secret","The auction house would not disclose the price at which the van Gogh had sold|The actress won't reveal how old she is|bring out the truth|he broke the news to her|unwrap the evidence in the murder case|The newspaper uncovered the President's illegal dealings","divulge,let on,disclose,reveal,unwrap,expose,let out,give away,uncover,discover,bring out,break",15,23,"cause",200938161,"verb.communication",32,"v","get around#1(get_around%2:32:00::),get out#6(get_out%2:32:00::),break#46(break%2:32:05::)","be released or become known; of news","News of her death broke in the morning","get around,get out,break"
"strangle",200077703,,"verb.body",29,"v","choke#4(choke%2:29:04::),strangle#5(strangle%2:29:02::)","constrict (someone's) throat and keep from breathing","","choke,strangle",5,23,"cause",200002724,"verb.body",29,"v","choke#1(choke%2:29:00::)","breathe with great difficulty, as when experiencing a strong emotion","She choked with emotion when she spoke about her deceased husband","choke"
"attach",201298963,22,"verb.contact",35,"v","attach#1(attach%2:35:01::)","cause to be attached","","attach",1,23,"cause",201292940,"verb.contact",35,"v","attach#3(attach%2:35:00::)","become attached","The spider's thread attached to the window sill","attach"
"come across",200593630,,"verb.cognition",31,"v","resonate#2(resonate%2:31:00::),come across#5(come_across%2:31:00::)","be received or understood","","resonate,come across",5,23,"cause",200590481,"verb.cognition",31,"v","understand#1(understand%2:31:00::)","know and comprehend the nature or meaning of","She did not understand her husband|I understand what she means","understand"
