"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"effectivity",105130684,,"noun.attribute",7,"n","effectiveness#1(effectiveness%1:07:00::),effectualness#1(effectualness%1:07:00::),effectuality#1(effectuality%1:07:00::),effectivity#1(effectivity%1:07:00::)","power to be effective; the quality of being able to bring about an effect","","effectiveness,effectualness,effectuality,effectivity",1,60,"attribute",300837828,"adj.all",0,"a","effective#1(effective%3:00:00::),effectual#1(effectual%3:00:02::),efficacious#2(efficacious%3:00:02::)","producing or capable of producing an intended result or having a striking effect","effective teaching methods|effective steps toward peace|made an effective entrance|his complaint proved to be effectual in bringing action|an efficacious law|an air-cooled motor was more effective than a witch's broomstick for rapid long-distance transportation","effective,effectual,efficacious"
"valency",104966274,,"noun.attribute",7,"n","valence#1(valence%1:07:02::),valency#2(valency%1:07:02::)","(biology) a relative capacity to unite or react or interact as with antigens or a biological substrate","","valence,valency",2,60,"attribute",301551346,"adj.all",0,"a","multivalent#1(multivalent%3:00:00::)","used of the association of three or more homologous chromosomes during the first division of meiosis","","multivalent"
"tolerance",104569410,1,"noun.attribute",7,"n","permissiveness#1(permissiveness%1:07:00::),tolerance#2(tolerance%1:07:04::)","a disposition to allow freedom of choice and behavior","","permissiveness,tolerance",2,60,"attribute",301767523,"adj.all",0,"a","permissive#2(permissive%3:00:01::)","granting or inclined or able to grant permission; not strict in discipline","direct primary legislation is largely permissive rather than prescriptive|permissive parents","permissive"
"propitiousness",105092753,,"noun.attribute",7,"n","propitiousness#1(propitiousness%1:07:00::),auspiciousness#1(auspiciousness%1:07:00::)","the favorable quality of strongly indicating a successful result","","propitiousness,auspiciousness",1,60,"attribute",300179263,"adj.all",0,"a","unpropitious#1(unpropitious%3:00:00::)","not propitious","","unpropitious"
"unexchangeable",300920422,,"adj.all",0,"a","inconvertible#1(inconvertible%3:00:00::),unconvertible#1(unconvertible%3:00:00::),unexchangeable#2(unexchangeable%3:00:04::)","used especially of currencies; incapable of being exchanged for or replaced by another currency of equal value","","inconvertible,unconvertible,unexchangeable",2,60,"attribute",104668127,"noun.attribute",7,"n","convertibility#1(convertibility%1:07:00::)","the quality of being exchangeable (especially the ability to convert a currency into gold or other currencies without restriction)","","convertibility"
"true",302470200,83,"adj.all",0,"a","true#1(true%3:00:00::)","consistent with fact or reality; not false","the story is true|it is undesirable to believe a proposition when there is no ground whatever for supposing it true|the true meaning of the statement","true",1,60,"attribute",113894684,"noun.state",26,"n","the true#1(the_true%1:26:00::),verity#1(verity%1:26:00::),trueness#1(trueness%1:26:00::),truth#2(truth%1:26:00::)","conformity to reality or actuality","they debated the truth of the proposition|the situation brought home to us the blunt truth of the military threat|he turned to religion in his search for eternal verities|he was famous for the truth of his portraits","the true,verity,trueness,truth"
"measure",100033932,5,"noun.tops",3,"n","quantity#1(quantity%1:03:00::),measure#2(measure%1:03:00::),amount#3(amount%1:03:00::)","how much there is or how many there are of something that you can quantify","","quantity,measure,amount",2,60,"attribute",302305260,"adj.all",0,"a","nonstandard#2(nonstandard%3:00:02::)","varying from or not adhering to a standard","nonstandard windows|envelopes of nonstandard sizes|nonstandard lengths of board","nonstandard"
"officiousness",104769292,,"noun.attribute",7,"n","intrusiveness#1(intrusiveness%1:07:00::),officiousness#1(officiousness%1:07:00::),meddlesomeness#1(meddlesomeness%1:07:00::)","aggressiveness as evidenced by intruding; by advancing yourself or your ideas without invitation","","intrusiveness,officiousness,meddlesomeness",1,60,"attribute",301355915,"adj.all",0,"a","unintrusive#1(unintrusive%3:00:00::),not intrusive#1(not_intrusive%3:00:00::)","not interfering or meddling","","unintrusive,not intrusive"
"general",301105207,87,"adj.all",0,"a","general#1(general%3:00:00::)","applying to all or most members of a category or group","the general public|general assistance|a general rule|in general terms|comprehensible to the general reader","general",1,60,"attribute",104695797,"noun.attribute",7,"n","generality#2(generality%1:07:00::)","the quality of being general or widespread or having general applicability","","generality"
"good",301133600,12,"adj.all",0,"a","good#3(good%3:00:02::)","morally admirable","","good",3,60,"attribute",104780602,"noun.attribute",7,"n","goodness#2(goodness%1:07:01::),good#2(good%1:07:01::)","moral excellence or admirableness","there is much good to be found in people","goodness,good"
"cyclic",300679060,,"adj.all",0,"a","cyclical#1(cyclical%3:00:00::),cyclic#4(cyclic%3:00:01::)","recurring in cycles","","cyclical,cyclic",4,60,"attribute",104699174,"noun.attribute",7,"n","periodicity#1(periodicity%1:07:00::),cyclicity#1(cyclicity%1:07:00::)","the quality of recurring at regular intervals","","periodicity,cyclicity"
"likeness",104676184,1,"noun.attribute",7,"n","alikeness#1(alikeness%1:07:00::),similitude#1(similitude%1:07:00::),likeness#1(likeness%1:07:00::)","similarity in appearance or character or nature between persons or things","man created God in his own likeness","alikeness,similitude,likeness",1,60,"attribute",301413934,"adj.all",0,"a","unalike#1(unalike%3:00:00::),dissimilar#2(dissimilar%3:00:04::)","not alike or similar","as unalike as two people could be","unalike,dissimilar"
"sex activity",100845899,1,"noun.act",4,"n","sex#1(sex%1:04:00::),sexual practice#1(sexual_practice%1:04:00::),sexual activity#1(sexual_activity%1:04:00::),sex activity#1(sex_activity%1:04:00::)","activities associated with sexual intercourse","they had sex in the back seat","sex,sexual practice,sexual activity,sex activity",1,60,"attribute",301204766,"adj.all",0,"a","heterosexual#1(heterosexual%3:00:00::)","sexually attracted to members of the opposite sex","","heterosexual"
"conclusiveness",104685825,,"noun.attribute",7,"n","conclusiveness#1(conclusiveness%1:07:00::),finality#1(finality%1:07:00::),decisiveness#2(decisiveness%1:07:01::)","the quality of being final or definitely settled","the finality of death","conclusiveness,finality,decisiveness",1,60,"attribute",300553088,"adj.all",0,"a","inconclusive#1(inconclusive%3:00:00::)","not conclusive; not putting an end to doubt or question","inconclusive evidence|the inconclusive committee vote|an inconclusive reply","inconclusive"
"hue",104906519,6,"noun.attribute",7,"n","hue#1(hue%1:07:00::),chromaticity#1(chromaticity%1:07:00::)","the quality of a color as determined by its dominant wavelength","","hue,chromaticity",1,60,"attribute",300367771,"adj.all",0,"a","chromatic#3(chromatic%3:00:00::)","being or having or characterized by hue","","chromatic"
"extroverted",301353896,,"adj.all",0,"a","extroverted#1(extroverted%3:00:04::),extrospective#1(extrospective%3:00:00::)","not introspective; examining what is outside yourself","","extroverted,extrospective",1,60,"attribute",104592468,"noun.attribute",7,"n","introspectiveness#1(introspectiveness%1:07:00::)","thoughtfulness about your own situation and feelings","","introspectiveness"
"concise",300548957,1,"adj.all",0,"a","concise#1(concise%3:00:00::)","expressing much in few words","a concise explanation","concise",1,60,"attribute",107019156,"noun.communication",10,"n","long-windedness#1(long-windedness%1:10:00::),prolixity#1(prolixity%1:10:00::),prolixness#1(prolixness%1:10:00::),wordiness#1(wordiness%1:10:00::),windiness#2(windiness%1:10:00::)","boring verbosity","","long-windedness,prolixity,prolixness,wordiness,windiness"
"clarity",104751619,17,"noun.attribute",7,"n","clearness#1(clearness%1:07:01::),clarity#1(clarity%1:07:01::),pellucidity#1(pellucidity%1:07:01::),lucidity#1(lucidity%1:07:00::),lucidness#1(lucidness%1:07:00::),limpidity#1(limpidity%1:07:01::)","free from obscurity and easy to understand; the comprehensibility of clear expression","","clearness,clarity,pellucidity,lucidity,lucidness,limpidity",1,60,"attribute",300431687,"adj.all",0,"a","unclear#2(unclear%3:00:00::)","not clear to the mind","the law itself was unclear on that point|the reason for their actions is unclear to this day","unclear"
"heedless",301197380,4,"adj.all",0,"a","unheeding#1(unheeding%3:00:00::),heedless#1(heedless%3:00:00::)","marked by or paying little heed or attention","We have always known that heedless self-interest was bad morals; we know now that it is bad economics|heedless of danger|heedless of the child's crying","unheeding,heedless",1,60,"attribute",105634803,"noun.cognition",9,"n","attentiveness#1(attentiveness%1:09:00::),heed#1(heed%1:09:00::),paying attention#1(paying_attention%1:09:00::),regard#2(regard%1:09:01::)","paying particular notice (as to children or helpless people)","his attentiveness to her wishes|he spends without heed to the consequences","attentiveness,heed,paying attention,regard"
"accessibility",104650405,,"noun.attribute",7,"n","accessibility#1(accessibility%1:07:00::),availability#1(availability%1:07:00::),availableness#1(availableness%1:07:00::),handiness#2(handiness%1:07:00::)","the quality of being at hand when needed","","accessibility,availability,availableness,handiness",1,60,"attribute",300019912,"adj.all",0,"a","unaccessible#1(unaccessible%3:00:00::),inaccessible#1(inaccessible%3:00:00::)","capable of being reached only with great difficulty or not at all","","unaccessible,inaccessible"
"propitious",300178468,1,"adj.all",0,"a","propitious#1(propitious%3:00:00::)","presenting favorable circumstances; likely to result in or show signs of success","propitious omens|propitious gales speeded us along|a propitious alignment of planets for space exploration","propitious",1,60,"attribute",105092753,"noun.attribute",7,"n","propitiousness#1(propitiousness%1:07:00::),auspiciousness#1(auspiciousness%1:07:00::)","the favorable quality of strongly indicating a successful result","","propitiousness,auspiciousness"
"unbelievable",300648606,1,"adj.all",0,"a","unbelievable#1(unbelievable%3:00:04::),incredible#1(incredible%3:00:00::)","beyond belief or understanding","at incredible speed|the book's plot is simply incredible","unbelievable,incredible",1,60,"attribute",104714272,"noun.attribute",7,"n","believability#1(believability%1:07:00::),credibleness#1(credibleness%1:07:00::),credibility#1(credibility%1:07:00::)","the quality of being believable or trustworthy","","believability,credibleness,credibility"
"color",104887901,48,"noun.attribute",7,"n","color#1(color%1:07:00::),colouring#2(colouring%1:07:00::),coloring#2(coloring%1:07:00::),colour#5(colour%1:07:00::)","a visual attribute of things that results from the light they emit or transmit or reflect","a white color is made up of many different wavelengths of light","color,colouring,coloring,colour",1,60,"attribute",300395623,"adj.all",0,"a","colored#1(colored%3:00:00::),coloured#1(coloured%3:00:00::),colorful#3(colorful%3:00:02::)","having color or a certain color; sometimes used in combination","the film was in color|amber-colored heads of grain|colored crepe paper","colored,coloured,colorful"
"modesty",104832254,1,"noun.attribute",7,"n","modesty#1(modesty%1:07:00::),modestness#2(modestness%1:07:01::)","freedom from vanity or conceit","","modesty,modestness",1,60,"attribute",301542152,"adj.all",0,"a","modest#4(modest%3:00:01::)","not offensive to sexual mores in conduct or appearance","a modest neckline in her dress covered her up to her collarbone","modest"
"tasteless",302402438,,"adj.all",0,"a","tasteless#2(tasteless%3:00:02::)","lacking aesthetic or social taste","","tasteless",2,60,"attribute",105681746,"noun.cognition",9,"n","appreciation#2(appreciation%1:09:01::),discernment#2(discernment%1:09:03::),perceptiveness#2(perceptiveness%1:09:00::),taste#3(taste%1:09:01::)","delicate discrimination (especially of aesthetic values)","to ask at that particular time was the ultimate in bad taste|arrogance and lack of taste contributed to his rapid success","appreciation,discernment,perceptiveness,taste"
"inactive",300033687,,"adj.all",0,"a","inactive#9(inactive%3:00:01::)","not active physically or mentally","illness forced him to live an inactive life|dreamy and inactive by nature","inactive",9,60,"attribute",104566591,"noun.attribute",7,"n","activeness#2(activeness%1:07:00::),activity#6(activity%1:07:00::)","the trait of being active; moving or acting rapidly and energetically","the level of activity declines with age","activeness,activity"
"animate",300118196,,"adj.all",0,"a","sentient#1(sentient%3:00:00::),animate#3(animate%3:00:04::)","endowed with feeling and unstructured consciousness","the living knew themselves just sentient puppets on God's stage","sentient,animate",3,60,"attribute",104937334,"noun.attribute",7,"n","sentience#3(sentience%1:07:00::)","the readiness to perceive sensations; elementary or undifferentiated consciousness","gave sentience to slugs and newts","sentience"
"active",300038863,5,"adj.all",0,"a","active#3(active%3:00:03::)","disposed to take action or effectuate change","a director who takes an active interest in corporate operations|an active antagonism|he was active in drawing attention to their grievances","active",3,60,"attribute",104566591,"noun.attribute",7,"n","activeness#2(activeness%1:07:00::),activity#6(activity%1:07:00::)","the trait of being active; moving or acting rapidly and energetically","the level of activity declines with age","activeness,activity"
"changeful",300345024,,"adj.all",0,"a","changeful#1(changeful%3:00:00::),changeable#2(changeable%3:00:00::)","such that alteration is possible; having a marked tendency to change","changeable behavior|changeable moods|changeable prices","changeful,changeable",1,60,"attribute",104665010,"noun.attribute",7,"n","changeableness#1(changeableness%1:07:00::),changeability#1(changeability%1:07:00::)","the quality of being changeable; having a marked tendency to change","the changeableness of the weather","changeableness,changeability"
"unconvertible",300920422,,"adj.all",0,"a","inconvertible#1(inconvertible%3:00:00::),unconvertible#1(unconvertible%3:00:00::),unexchangeable#2(unexchangeable%3:00:04::)","used especially of currencies; incapable of being exchanged for or replaced by another currency of equal value","","inconvertible,unconvertible,unexchangeable",1,60,"attribute",104668127,"noun.attribute",7,"n","convertibility#1(convertibility%1:07:00::)","the quality of being exchangeable (especially the ability to convert a currency into gold or other currencies without restriction)","","convertibility"
"obedient",301616753,3,"adj.all",0,"a","obedient#1(obedient%3:00:00::)","dutifully complying with the commands or instructions of those in authority","an obedient soldier|obedient children|a little man obedient to his wife|the obedient colonies...are heavily taxed; the refractory remain unburdened","obedient",1,60,"attribute",104837580,"noun.attribute",7,"n","obedience#2(obedience%1:07:00::)","the trait of being willing to obey","","obedience"
"untypical",302479897,,"adj.all",0,"a","atypic#1(atypic%3:00:00::),untypical#1(untypical%3:00:00::),atypical#1(atypical%3:00:00::)","not representative of a group, class, or type","a class of atypical mosses|atypical behavior is not the accepted type of response that we expect from children","atypic,untypical,atypical",1,60,"attribute",114440039,"noun.state",26,"n","typicality#1(typicality%1:26:00::)","the state of being that is typical","","typicality"
"unessential",300905905,,"adj.all",0,"a","unessential#1(unessential%3:00:00::),inessential#1(inessential%3:00:00::)","not basic or fundamental","","unessential,inessential",1,60,"attribute",105102702,"noun.attribute",7,"n","essentialness#1(essentialness%1:07:00::),essentiality#1(essentiality%1:07:00::)","basic importance","","essentialness,essentiality"
"horizontal",301235680,4,"adj.all",0,"a","horizontal#1(horizontal%3:00:00::)","parallel to or in the plane of the horizon or a base line","a horizontal surface","horizontal",1,60,"attribute",113765198,"noun.linkdef",24,"n","orientation#3(orientation%1:24:00::)","position or alignment relative to points of the compass or other specific directions","","orientation"
"self-confidence",105629458,3,"noun.cognition",9,"n","assurance#1(assurance%1:09:00::),confidence#1(confidence%1:09:00::),sureness#1(sureness%1:09:00::),self-assurance#1(self-assurance%1:09:00::),self-confidence#1(self-confidence%1:09:00::),authority#4(authority%1:09:00::)","freedom from doubt; belief in yourself and your abilities","his assurance in his superiority did not make him popular|she spoke with authority|after that failure he lost his confidence","assurance,confidence,sureness,self-assurance,self-confidence,authority",1,60,"attribute",300338302,"adj.all",0,"a","incertain#1(incertain%3:00:00::),uncertain#1(uncertain%3:00:02::),unsure#2(unsure%3:00:00::)","lacking or indicating lack of confidence or assurance","uncertain of his convictions|moving with uncertain (or unsure) steps|an uncertain smile|touched the ornaments with uncertain fingers|unsure of himself and his future","incertain,uncertain,unsure"
"square",302326561,,"adj.all",0,"a","square#2(square%3:00:04::),straight#6(straight%3:00:04::)","characterized by honesty and fairness","straight dealing|a square deal","square,straight",2,60,"attribute",104802699,"noun.attribute",7,"n","honesty#1(honesty%1:07:00::),honestness#1(honestness%1:07:00::)","the quality of being honest","","honesty,honestness"
"introspectiveness",104592468,,"noun.attribute",7,"n","introspectiveness#1(introspectiveness%1:07:00::)","thoughtfulness about your own situation and feelings","","introspectiveness",1,60,"attribute",301353896,"adj.all",0,"a","extroverted#1(extroverted%3:00:04::),extrospective#1(extrospective%3:00:00::)","not introspective; examining what is outside yourself","","extroverted,extrospective"
"emotionality",104557767,1,"noun.attribute",7,"n","emotionality#1(emotionality%1:07:00::),emotionalism#1(emotionalism%1:07:00::)","emotional nature or quality","","emotionality,emotionalism",1,60,"attribute",302542318,"adj.all",0,"a","cool#4(cool%3:00:02::)","psychologically cool and unenthusiastic; unfriendly or unresponsive or showing dislike","relations were cool and polite|cool to the idea of higher taxes|a cool reception","cool"
"noticeability",104637768,,"noun.attribute",7,"n","obviousness#1(obviousness%1:07:00::),noticeableness#1(noticeableness%1:07:00::),noticeability#1(noticeability%1:07:00::),patency#2(patency%1:07:01::)","the property of being easy to see and understand","","obviousness,noticeableness,noticeability,patency",1,60,"attribute",301291325,"adj.all",0,"a","unnoticeable#1(unnoticeable%3:00:00::)","not noticeable; not drawing attention","her clothes were simple and unnoticeable","unnoticeable"
"purity",114425261,3,"noun.state",26,"n","purity#1(purity%1:26:00::),pureness#1(pureness%1:26:00::)","being undiluted or unmixed with extraneous material","","purity,pureness",1,60,"attribute",301914682,"adj.all",0,"a","impure#1(impure%3:00:02::)","combined with extraneous elements","","impure"
"realism",113893657,2,"noun.state",26,"n","realness#1(realness%1:26:00::),realism#2(realism%1:26:00::),reality#2(reality%1:26:01::)","the state of being actual or real","the reality of his situation slowly dawned on him","realness,realism,reality",2,60,"attribute",301939664,"adj.all",0,"a","real#1(real%3:00:00::),existent#2(existent%3:00:02::)","being or occurring in fact or actuality; having verified existence; not illusory","real objects|real people; not ghosts|a film based on real life|a real illness|Life is real! Life is earnest!|real humility","real,existent"
"unnatural",300073656,,"adj.all",0,"a","affected#2(affected%3:00:01::),unnatural#3(unnatural%3:00:04::)","speaking or behaving in an artificial way to make an impression","","affected,unnatural",3,60,"attribute",104719121,"noun.attribute",7,"n","affectedness#1(affectedness%1:07:00::)","the quality of being false or artificial (as to impress others)","","affectedness"
"tractability",104836495,,"noun.attribute",7,"n","tractability#1(tractability%1:07:00::),tractableness#1(tractableness%1:07:00::),flexibility#3(flexibility%1:07:03::)","the trait of being easily persuaded","","tractability,tractableness,flexibility",1,60,"attribute",302460656,"adj.all",0,"a","tractable#1(tractable%3:00:00::),manipulable#1(manipulable%3:00:00::)","easily managed (controlled or taught or molded)","tractable young minds|the natives...being...of an intelligent tractable disposition","tractable,manipulable"
"magnanimousness",104801665,,"noun.attribute",7,"n","magnanimousness#1(magnanimousness%1:07:00::),nobleness#1(nobleness%1:07:00::),nobility#2(nobility%1:07:00::),grandeur#2(grandeur%1:07:02::)","the quality of elevation of mind and exaltation of character or ideals or conduct","","magnanimousness,nobleness,nobility,grandeur",1,60,"attribute",301593796,"adj.all",0,"a","ignoble#1(ignoble%3:00:01::)","completely lacking nobility in character or quality or purpose","I think it a less evil that some criminals should escape than that the government should play an ignoble part|something cowardly and ignoble in his attitude","ignoble"
"colour",105124736,,"noun.attribute",7,"n","vividness#1(vividness%1:07:01::),color#2(color%1:07:03::),colour#3(colour%1:07:03::)","interest and variety and intensity","the Puritan Period was lacking in color|the characters were delineated with exceptional vividness","vividness,color,colour",3,60,"attribute",300403480,"adj.all",0,"a","colorful#1(colorful%3:00:00::),colourful#2(colourful%3:00:00::)","having much or varied color","colorful autumn leaves","colorful,colourful"
"constant",300585681,2,"adj.all",0,"a","constant#2(constant%3:00:00::)","steadfast in purpose or devotion or affection","a man constant in adherence to his ideals|a constant lover|constant as the northern star","constant",2,60,"attribute",104670011,"noun.attribute",7,"n","constancy#1(constancy%1:07:00::),stability#3(stability%1:07:01::)","the quality of being enduring and free from change or variation","early mariners relied on the constancy of the trade winds","constancy,stability"
"irony",106713246,5,"noun.communication",10,"n","caustic remark#1(caustic_remark%1:10:00::),satire#1(satire%1:10:00::),sarcasm#1(sarcasm%1:10:00::),irony#1(irony%1:10:01::)","witty language used to convey insults or scorn","he used sarcasm to upset his opponent|Satire is a sort of glass, wherein beholders do generally discover everybody's face but their own|irony is wasted on the stupid","caustic remark,satire,sarcasm,irony",1,60,"attribute",302088022,"adj.all",0,"a","unsarcastic#1(unsarcastic%3:00:00::)","not sarcastic","","unsarcastic"
"nonexistent",300930920,3,"adj.all",0,"a","nonexistent#1(nonexistent%3:00:00::)","not having existence or being or actuality","chimeras are nonexistent","nonexistent",1,60,"attribute",113892381,"noun.state",26,"n","being#1(being%1:26:00::),face of the earth#1(face_of_the_earth%1:26:00::),existence#1(existence%1:26:00::),beingness#1(beingness%1:26:00::)","the state or fact of existing","a point of view gradually coming into being|laws in existence for centuries|he appeared on the face of the earth one day","being,face of the earth,existence,beingness"
"uncommon",300489640,4,"adj.all",0,"a","uncommon#1(uncommon%3:00:00::)","not common or ordinarily encountered; unusually great in amount or remarkable in character or kind","uncommon birds|frost and floods are uncommon during these months|doing an uncommon amount of business|an uncommon liking for money|he owed his greatest debt to his mother's uncommon character and ability","uncommon",1,60,"attribute",104726924,"noun.attribute",7,"n","commonplaceness#1(commonplaceness%1:07:00::),everydayness#1(everydayness%1:07:00::),commonness#3(commonness%1:07:00::)","ordinariness as a consequence of being frequent and commonplace","","commonplaceness,everydayness,commonness"
"finality",104685825,,"noun.attribute",7,"n","conclusiveness#1(conclusiveness%1:07:00::),finality#1(finality%1:07:00::),decisiveness#2(decisiveness%1:07:01::)","the quality of being final or definitely settled","the finality of death","conclusiveness,finality,decisiveness",1,60,"attribute",300553088,"adj.all",0,"a","inconclusive#1(inconclusive%3:00:00::)","not conclusive; not putting an end to doubt or question","inconclusive evidence|the inconclusive committee vote|an inconclusive reply","inconclusive"
"conventional",300607984,12,"adj.all",0,"a","conventional#1(conventional%3:00:00::)","following accepted customs and proprieties","conventional wisdom|she had strayed from the path of conventional behavior|conventional forms of address","conventional",1,60,"attribute",104732911,"noun.attribute",7,"n","conventionalism#1(conventionalism%1:07:00::),conventionality#3(conventionality%1:07:00::),convention#4(convention%1:07:00::)","orthodoxy as a consequence of being conventional","","conventionalism,conventionality,convention"
"whole",300516809,109,"adj.all",0,"a","whole#1(whole%3:00:00::)","including all components without exception; being one unit or constituting the full amount or extent or duration; complete","gave his whole attention|the whole hog|a whole week|the baby cried the whole trip home|a whole loaf of bread|a whole wardrobe for the tropics","whole",1,60,"attribute",114399059,"noun.state",26,"n","integrity#1(integrity%1:26:00::),unity#1(unity%1:26:00::),wholeness#1(wholeness%1:26:00::)","an undivided or unbroken completeness or totality with nothing wanting","the integrity of the nervous system is required for normal development|he took measures to insure the territorial unity of Croatia","integrity,unity,wholeness"
"effectuality",105130684,,"noun.attribute",7,"n","effectiveness#1(effectiveness%1:07:00::),effectualness#1(effectualness%1:07:00::),effectuality#1(effectuality%1:07:00::),effectivity#1(effectivity%1:07:00::)","power to be effective; the quality of being able to bring about an effect","","effectiveness,effectualness,effectuality,effectivity",1,60,"attribute",300837828,"adj.all",0,"a","effective#1(effective%3:00:00::),effectual#1(effectual%3:00:02::),efficacious#2(efficacious%3:00:02::)","producing or capable of producing an intended result or having a striking effect","effective teaching methods|effective steps toward peace|made an effective entrance|his complaint proved to be effectual in bringing action|an efficacious law|an air-cooled motor was more effective than a witch's broomstick for rapid long-distance transportation","effective,effectual,efficacious"
"introvertive",301354041,,"adj.all",0,"a","introvertive#1(introvertive%3:00:00::),introversive#1(introversive%3:00:00::)","directed inward; marked by interest in yourself or concerned with inner feelings","","introvertive,introversive",1,60,"attribute",104553450,"noun.attribute",7,"n","introversion#3(introversion%1:07:00::)","(psychology) an introverted disposition; concern with one's own thoughts and feelings","","introversion"
