"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"mug",105533242,,"noun.body",8,"n","visage#1(visage%1:08:00::),physiognomy#1(physiognomy%1:08:00::),kisser#2(kisser%1:08:00::),phiz#2(phiz%1:08:00::),smiler#2(smiler%1:08:00::),countenance#3(countenance%1:08:00::),mug#3(mug%1:08:00::)","the human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' is British)","","visage,physiognomy,kisser,phiz,smiler,countenance,mug",3,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"thick",300454147,,"adj.all",0,"s","buddy-buddy#1(buddy-buddy%5:00:00:close:02),chummy#2(chummy%5:00:00:close:02),thick#8(thick%5:00:00:close:02)","(used informally) associated on close terms","a close friend|the bartender was chummy with the regular customers|the two were thick as thieves for months","buddy-buddy,chummy,thick",8,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"killing",301270621,,"adj.all",0,"s","sidesplitting#1(sidesplitting%5:00:00:humorous:00),killing#1(killing%5:00:00:humorous:00)","very funny","a killing joke|sidesplitting antics","sidesplitting,killing",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"certainly",400145758,55,"adv.all",2,"r","certainly#1(certainly%4:02:00::),for certain#1(for_certain%4:02:00::),for sure#1(for_sure%4:02:00::),surely#1(surely%4:02:00::),sure as shooting#1(sure_as_shooting%4:02:00::),sure#1(sure%4:02:00::),sure enough#2(sure_enough%4:02:02::)","definitely or positively (`sure' is sometimes used informally for `surely')","she certainly is a hard worker|it's going to be a good day for sure|they are coming, for certain|he'll win sure as shooting|they sure smell good|sure he'll come|the results are surely encouraging|they thought he had been killed sure enough","certainly,for certain,for sure,surely,sure as shooting,sure,sure enough",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"moxie",104963636,,"noun.attribute",7,"n","guts#1(guts%1:07:00::),moxie#1(moxie%1:07:00::),grit#2(grit%1:07:00::),gumption#2(gumption%1:07:00::),backbone#2(backbone%1:07:00::),sand#3(sand%1:07:00::)","fortitude and determination","he didn't have the guts to try it","guts,moxie,grit,gumption,backbone,sand",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"crazy",109910566,,"noun.person",18,"n","crazy#1(crazy%1:18:00::),looney#1(looney%1:18:00::),loony#1(loony%1:18:00::),nutcase#1(nutcase%1:18:00::),weirdo#2(weirdo%1:18:02::)","someone deranged and possibly dangerous","","crazy,looney,loony,nutcase,weirdo",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"positively",400183685,5,"adv.all",2,"r","positively#1(positively%4:02:00::)","extremely","it was positively monumental","positively",1,95,"domain usage",106256179,"noun.communication",10,"n","intensive#1(intensive%1:10:00::),intensifier#1(intensifier%1:10:00::)","a modifier that has little meaning except to intensify the meaning it modifies","`honestly' in `I honestly don't know' is an intensifier|`up' in `finished up' is an intensifier","intensive,intensifier"
"guinea",109650588,,"noun.person",18,"n","dago#1(dago%1:18:00::),ginzo#1(ginzo%1:18:00::),wop#1(wop%1:18:00::),greaseball#1(greaseball%1:18:00::),Guinea#2(guinea%1:18:00::)","(ethnic slur) offensive term for a person of Italian descent","","dago,ginzo,wop,greaseball,Guinea",2,95,"domain usage",106654949,"noun.communication",10,"n","ethnic slur#1(ethnic_slur%1:10:00::)","a slur on someone's race or language","","ethnic slur"
"incidental",113242261,,"noun.possession",21,"n","incidental#1(incidental%1:21:00::),minor expense#1(minor_expense%1:21:00::),incidental expense#1(incidental_expense%1:21:00::)","(frequently plural) an expense not budgeted or not specified","he requested reimbursement of $7 for incidental expenses","incidental,minor expense,incidental expense",1,95,"domain usage",106230167,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural"
"tights",104372506,,"noun.artifact",6,"n","tights#1(tights%1:06:00::),leotards#1(leotards%1:06:01::)","skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls","","tights,leotards",1,95,"domain usage",106230167,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural"
"stocks",104266155,,"noun.artifact",6,"n","stocks#1(stocks%1:06:02::)","a frame that supports a boat while it is under construction","","stocks",1,95,"domain usage",106230167,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural"
"dike",109818152,,"noun.person",18,"n","butch#1(butch%1:18:00::),dike#1(dike%1:18:00::),dyke#1(dyke%1:18:00::)","(slang) offensive term for a lesbian who is noticeably masculine","","butch,dike,dyke",1,95,"domain usage",107086837,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant"
"give",200341976,,"verb.change",30,"v","give#42(give%2:30:13::)","occur","what gives?","give",42,95,"domain usage",107086837,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant"
"ginzo",109650588,,"noun.person",18,"n","dago#1(dago%1:18:00::),ginzo#1(ginzo%1:18:00::),wop#1(wop%1:18:00::),greaseball#1(greaseball%1:18:00::),Guinea#2(guinea%1:18:00::)","(ethnic slur) offensive term for a person of Italian descent","","dago,ginzo,wop,greaseball,Guinea",1,95,"domain usage",107086837,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant"
"cockeyed",300801765,,"adj.all",0,"s","blind drunk#1(blind_drunk%5:00:01:intoxicated:00),besotted#1(besotted%5:00:00:intoxicated:00),soused#1(soused%5:00:00:intoxicated:00),squiffy#1(squiffy%5:00:00:intoxicated:00),sozzled#1(sozzled%5:00:00:intoxicated:00),smashed#1(smashed%5:00:00:intoxicated:00),sloshed#1(sloshed%5:00:00:intoxicated:00),slopped#1(slopped%5:00:00:intoxicated:00),soaked#1(soaked%5:00:00:intoxicated:00),blotto#1(blotto%5:00:00:intoxicated:00),crocked#1(crocked%5:00:00:intoxicated:00),fuddled#1(fuddled%5:00:00:intoxicated:00),pie-eyed#1(pie-eyed%5:00:00:intoxicated:00),pissed#2(pissed%5:00:00:intoxicated:00),pixilated#2(pixilated%5:00:00:intoxicated:00),cockeyed#3(cockeyed%5:00:00:intoxicated:00),plastered#3(plastered%5:00:00:intoxicated:00),loaded#5(loaded%5:00:00:intoxicated:00),wet#6(wet%5:00:00:intoxicated:00),stiff#7(stiff%5:00:00:intoxicated:00),tight#11(tight%5:00:00:intoxicated:00)","very drunk","","blind drunk,besotted,soused,squiffy,sozzled,smashed,sloshed,slopped,soaked,blotto,crocked,fuddled,pie-eyed,pissed,pixilated,cockeyed,plastered,loaded,wet,stiff,tight",3,95,"domain usage",107086837,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant"
"piss",113469892,,"noun.process",22,"n","peeing#1(peeing%1:22:00::),pissing#1(pissing%1:22:00::),piss#2(piss%1:22:00::),pee#2(pee%1:22:00::)","informal terms for urination","he took a pee","peeing,pissing,piss,pee",2,95,"domain usage",107053904,"noun.communication",10,"n","vulgarism#1(vulgarism%1:10:00::),dirty word#1(dirty_word%1:10:00::),obscenity#2(obscenity%1:10:00::),smut#4(smut%1:10:00::),filth#4(filth%1:10:00::)","an offensive or indecent word or phrase","","vulgarism,dirty word,obscenity,smut,filth"
"un-get-at-able",300020684,,"adj.all",0,"s","ungetatable#1(ungetatable%5:00:00:inaccessible:00),un-get-at-able#1(un-get-at-able%5:00:00:inaccessible:00),un-come-at-able#1(un-come-at-able%5:00:00:inaccessible:00)","difficult to reach or attain","","ungetatable,un-get-at-able,un-come-at-able",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"fix",100324110,,"noun.act",4,"n","fix#2(fix%1:04:03::)","something craved, especially an intravenous injection of a narcotic drug","she needed a fix of chocolate","fix",2,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"goofy",302582543,,"adj.all",0,"s","goofy#1(goofy%5:00:00:foolish:00),silly#1(silly%5:00:00:foolish:00),zany#1(zany%5:00:00:foolish:00),whacky#1(whacky%5:00:00:foolish:00),wacky#1(wacky%5:00:00:foolish:00)","ludicrous, foolish","wore a goofy hat|a silly idea|some wacky plan for selling more books","goofy,silly,zany,whacky,wacky",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"jumped-up",301856932,,"adj.all",0,"s","jumped-up#1(jumped-up%5:00:00:pretentious:00)","(British informal) upstart","","jumped-up",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"insanely",400047177,,"adv.all",2,"r","deucedly#1(deucedly%4:02:00::),deadly#2(deadly%4:02:00::),insanely#2(insanely%4:02:02::),madly#3(madly%4:02:00::),devilishly#3(devilishly%4:02:02::)","(used as intensives) extremely","she was madly in love|deadly dull|deadly earnest|deucedly clever|insanely jealous","deucedly,deadly,insanely,madly,devilishly",2,95,"domain usage",106256179,"noun.communication",10,"n","intensive#1(intensive%1:10:00::),intensifier#1(intensifier%1:10:00::)","a modifier that has little meaning except to intensify the meaning it modifies","`honestly' in `I honestly don't know' is an intensifier|`up' in `finished up' is an intensifier","intensive,intensifier"
"heroics",100552735,1,"noun.act",4,"n","heroics#1(heroics%1:04:00::)","ostentatious or vainglorious or extravagant or melodramatic conduct","heroics are for those epic films they make in Hollywood","heroics",1,95,"domain usage",106230167,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural"
"pant",104424280,,"noun.artifact",6,"n","pair of trousers#1(pair_of_trousers%1:06:00::),trousers#1(trousers%1:06:00::),pant#2(pant%1:06:00::)","(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately","he had a sharp crease in his trousers","pair of trousers,trousers,pant",2,95,"domain usage",106230167,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural"
"power trip",100812681,,"noun.act",4,"n","power trip#1(power_trip%1:04:00::)","(slang) a self-aggrandizing action undertaken simply for the pleasure of exercising control over other people","","power trip",1,95,"domain usage",107086837,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant"
"borscht circuit",109063203,,"noun.location",15,"n","borscht belt#1(borscht_belt%1:15:00::),borsht circuit#1(borsht_circuit%1:15:00::),borsht belt#1(borsht_belt%1:15:00::),borscht circuit#1(borscht_circuit%1:15:00::)","(informal) a resort area in the Catskill Mountains of New York that was patronized primarily by Jewish guests","many comedians learned their trade playing the borscht circuit","borscht belt,borsht circuit,borsht belt,borscht circuit",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"hexed",301471937,,"adj.all",0,"s","hexed#1(hexed%5:00:00:unlucky:00),jinxed#1(jinxed%5:00:00:unlucky:00)","(usually used colloquially) causing or accompanied by misfortune","","hexed,jinxed",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"heavy lifting",100581211,,"noun.act",4,"n","heavy lifting#1(heavy_lifting%1:04:00::)","difficult work","the boss hoped the plan would succeed but he wasn't willing to do the heavy lifting","heavy lifting",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"jammed",300562417,1,"adj.all",0,"s","jam-packed#1(jam-packed%5:00:00:crowded:00),packed#1(packed%5:00:00:crowded:00),jammed#1(jammed%5:00:00:crowded:00)","extremely crowed or filled to capacity","stands jam-packed with fans|a packed theater|a suitcase jammed with dirty clothes","jam-packed,packed,jammed",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"biz",100584110,,"noun.act",4,"n","biz#1(biz%1:04:00::),game#10(game%1:04:02::)","your occupation or line of work","he's in the plumbing game|she's in show biz","biz,game",1,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"mouth",110270211,,"noun.person",18,"n","mouthpiece#3(mouthpiece%1:18:01::),mouth#6(mouth%1:18:01::)","a spokesperson (as a lawyer)","","mouthpiece,mouth",6,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"head",110097118,,"noun.person",18,"n","head#15(head%1:18:02::)","a user of (usually soft) drugs","the office was full of secret heads","head",15,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
"kinky",300612032,,"adj.all",0,"s","far-out#1(far-out%5:00:00:unconventional:01),offbeat#1(offbeat%5:00:00:unconventional:01),way-out#1(way-out%5:00:00:unconventional:01),quirky#1(quirky%5:00:00:unconventional:01),kinky#3(kinky%5:00:00:unconventional:01)","(informal) strikingly unconventional","","far-out,offbeat,way-out,quirky,kinky",3,95,"domain usage",107004049,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism"
