"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"jargon",107086837,1,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",104685184,"noun.attribute",7,"n","cert#1(cert%1:07:00::)","an absolute certainty","it's a dead cert","cert"
"plural form",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",100458274,"noun.act",4,"n","innings#1(innings%1:04:00::)","the batting turn of a cricket player or team","","innings"
"colloquialism",107004049,,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism",1,96,"domain member usage",114986239,"noun.substance",27,"n","sticks and stone#1(sticks_and_stone%1:27:00::)","a general term for building materials","","sticks and stone"
"vulgarism",107053904,,"noun.communication",10,"n","vulgarism#1(vulgarism%1:10:00::),dirty word#1(dirty_word%1:10:00::),obscenity#2(obscenity%1:10:00::),smut#4(smut%1:10:00::),filth#4(filth%1:10:00::)","an offensive or indecent word or phrase","","vulgarism,dirty word,obscenity,smut,filth",1,96,"domain member usage",114784337,"noun.substance",27,"n","crap#1(crap%1:27:00::),poop#1(poop%1:27:00::),turd#1(turd%1:27:00::),shit#1(shit%1:27:00::),shite#1(shite%1:27:00::),dirt#3(dirt%1:27:02::)","obscene terms for feces","","crap,poop,turd,shit,shite,dirt"
"vernacular",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",106553163,"noun.communication",10,"n","skin flick#1(skin_flick%1:10:00::)","a pornographic movie","","skin flick"
"slang",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",2,96,"domain member usage",106553163,"noun.communication",10,"n","skin flick#1(skin_flick%1:10:00::)","a pornographic movie","","skin flick"
"jargon",107086837,1,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",104089343,"noun.artifact",6,"n","dreck#1(dreck%1:06:00::),schlock#1(schlock%1:06:00::),shlock#1(shlock%1:06:00::)","merchandise that is shoddy or inferior","","dreck,schlock,shlock"
"cant",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",3,96,"domain member usage",104089343,"noun.artifact",6,"n","dreck#1(dreck%1:06:00::),schlock#1(schlock%1:06:00::),shlock#1(shlock%1:06:00::)","merchandise that is shoddy or inferior","","dreck,schlock,shlock"
"plural",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",109150125,"noun.object",17,"n","badlands#1(badlands%1:17:00::)","deeply eroded barren land","","badlands"
"jargon",107086837,1,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",113186299,"noun.possession",21,"n","big bucks#1(big_bucks%1:21:00::),big money#1(big_money%1:21:00::),megabucks#1(megabucks%1:21:00::),pile#3(pile%1:21:00::),bundle#3(bundle%1:21:00::)","a large sum of money (especially as pay or profit)","she made a bundle selling real estate|they sank megabucks into their new house","big bucks,big money,megabucks,pile,bundle"
"slang",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",2,96,"domain member usage",110721374,"noun.person",18,"n","wog#1(wog%1:18:00::)","(offensive British slang) term used by the British to refer to people of color from Africa or Asia","","wog"
"patois",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",110721374,"noun.person",18,"n","wog#1(wog%1:18:00::)","(offensive British slang) term used by the British to refer to people of color from Africa or Asia","","wog"
"plural",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",108115779,"noun.group",14,"n","Sabaoth#1(sabaoth%1:14:00::)","(plural) hosts or armies; used in the book of Romans in the New Testament","Lord of Sabaoth","Sabaoth"
"plural form",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",108115779,"noun.group",14,"n","Sabaoth#1(sabaoth%1:14:00::)","(plural) hosts or armies; used in the book of Romans in the New Testament","Lord of Sabaoth","Sabaoth"
"figure of speech",107034997,1,"noun.communication",10,"n","figure of speech#1(figure_of_speech%1:10:00::),trope#1(trope%1:10:00::),image#5(image%1:10:00::),figure#10(figure%1:10:01::)","language used in a figurative or nonliteral sense","","figure of speech,trope,image,figure",1,96,"domain member usage",100581586,"noun.act",4,"n","housecleaning#1(housecleaning%1:04:01::)","(figurative) the act of reforming by the removal of unwanted personnel or practices or conditions","more housecleaning is in store at other accounting firms|many employees were discharged in a general housecleaning by the new owners","housecleaning"
"colloquialism",107004049,,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism",1,96,"domain member usage",301426232,"adj.all",0,"s","transcribed#1(transcribed%5:00:00:recorded:00),canned#1(canned%5:00:00:recorded:00)","recorded for broadcast","a transcribed announcement|canned laughter","transcribed,canned"
"plural",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",100066256,"noun.act",4,"n","flying colours#1(flying_colours%1:04:00::),flying colors#1(flying_colors%1:04:00::)","complete success","they passed inspection with flying colors","flying colours,flying colors"
"plural form",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",100066256,"noun.act",4,"n","flying colours#1(flying_colours%1:04:00::),flying colors#1(flying_colors%1:04:00::)","complete success","they passed inspection with flying colors","flying colours,flying colors"
"archaicism",107002343,,"noun.communication",10,"n","archaism#1(archaism%1:10:00::),archaicism#1(archaicism%1:10:00::)","the use of an archaic expression","","archaism,archaicism",1,96,"domain member usage",300327506,"adj.all",0,"s","brainish#1(brainish%5:00:00:incautious:00),impetuous#1(impetuous%5:00:00:incautious:00),tearaway#1(tearaway%5:00:00:incautious:00),madcap#1(madcap%5:00:00:incautious:00),hotheaded#2(hotheaded%5:00:00:incautious:00),impulsive#5(impulsive%5:00:00:incautious:00)","characterized by undue haste and lack of thought or deliberation","a hotheaded decision|an impetuous display of spending and gambling|madcap escapades|liable to such impulsive acts as hugging strangers","brainish,impetuous,tearaway,madcap,hotheaded,impulsive"
"archaism",107002343,,"noun.communication",10,"n","archaism#1(archaism%1:10:00::),archaicism#1(archaicism%1:10:00::)","the use of an archaic expression","","archaism,archaicism",1,96,"domain member usage",300327506,"adj.all",0,"s","brainish#1(brainish%5:00:00:incautious:00),impetuous#1(impetuous%5:00:00:incautious:00),tearaway#1(tearaway%5:00:00:incautious:00),madcap#1(madcap%5:00:00:incautious:00),hotheaded#2(hotheaded%5:00:00:incautious:00),impulsive#5(impulsive%5:00:00:incautious:00)","characterized by undue haste and lack of thought or deliberation","a hotheaded decision|an impetuous display of spending and gambling|madcap escapades|liable to such impulsive acts as hugging strangers","brainish,impetuous,tearaway,madcap,hotheaded,impulsive"
"argot",107086837,1,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",100847635,"noun.act",4,"n","piece of ass#1(piece_of_ass%1:04:00::),screwing#1(screwing%1:04:00::),shtup#1(shtup%1:04:00::),fuck#1(fuck%1:04:00::),fucking#1(fucking%1:04:00::),nookie#1(nookie%1:04:00::),nooky#1(nooky%1:04:00::),roll in the hay#1(roll_in_the_hay%1:04:00::),piece of tail#1(piece_of_tail%1:04:00::),shag#4(shag%1:04:01::),ass#4(ass%1:04:00::),screw#5(screw%1:04:00::)","slang for sexual intercourse","","piece of ass,screwing,shtup,fuck,fucking,nookie,nooky,roll in the hay,piece of tail,shag,ass,screw"
"plural form",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",104192336,"noun.artifact",6,"n","tinsnips#1(tinsnips%1:06:00::),snips#1(snips%1:06:00::)","(plural) hand shears for cutting sheet metal","","tinsnips,snips"
"plural",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",104107116,"noun.artifact",6,"n","secateurs#1(secateurs%1:06:00::)","small pruning shears with a spring that holds the handles open and a single blade that closes against a flat surface","","secateurs"
"vernacular",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",109818152,"noun.person",18,"n","butch#1(butch%1:18:00::),dike#1(dike%1:18:00::),dyke#1(dyke%1:18:00::)","(slang) offensive term for a lesbian who is noticeably masculine","","butch,dike,dyke"
"patois",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",110320592,"noun.person",18,"n","out-and-outer#1(out-and-outer%1:18:00::)","someone who is excellent at something","","out-and-outer"
"lingo",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",100898370,"noun.act",4,"n","square-bashing#1(square-bashing%1:04:00::)","drill on a barracks square","","square-bashing"
"cant",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",3,96,"domain member usage",100898370,"noun.act",4,"n","square-bashing#1(square-bashing%1:04:00::)","drill on a barracks square","","square-bashing"
"colloquialism",107004049,,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism",1,96,"domain member usage",105760717,"noun.cognition",9,"n","turnoff#1(turnoff%1:09:00::),negative stimulation#1(negative_stimulation%1:09:00::)","something causing antagonism or loss of interest","","turnoff,negative stimulation"
"colloquialism",107004049,,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism",1,96,"domain member usage",102327551,"noun.animal",5,"n","bunny rabbit#1(bunny_rabbit%1:05:00::),bunny#2(bunny%1:05:00::)","(usually informal) especially a young rabbit","","bunny rabbit,bunny"
"plural",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",103836704,"noun.artifact",6,"n","pantie#1(pantie%1:06:00::),step-in#1(step-in%1:06:00::),scanty#1(scanty%1:06:00::),panty#1(panty%1:06:00::)","short underpants for women or children (usually used in the plural)","","pantie,step-in,scanty,panty"
"cant",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",3,96,"domain member usage",106545505,"noun.communication",10,"n","hooey#1(hooey%1:10:00::),stuff and nonsense#1(stuff_and_nonsense%1:10:00::),poppycock#1(poppycock%1:10:00::),stuff#4(stuff%1:10:00::)","senseless talk","don't give me that stuff","hooey,stuff and nonsense,poppycock,stuff"
"accent",107085225,,"noun.communication",10,"n","dialect#1(dialect%1:10:00::),idiom#2(idiom%1:10:00::),accent#3(accent%1:10:03::)","the usage or vocabulary that is characteristic of a specific group of people","he has a strong German accent|it has been said that a language is a dialect with an army and navy|the immigrants spoke an odd dialect of English","dialect,idiom,accent",3,96,"domain member usage",400074907,"adv.all",2,"r","forrad#1(forrad%4:02:00::),forrard#1(forrard%4:02:00::),frontwards#1(frontwards%4:02:00::),forwards#1(forwards%4:02:01::),frontward#1(frontward%4:02:00::),forward#1(forward%4:02:00::)","at or to or toward the front","he faced forward|step forward|she practiced sewing backward as well as frontward on her new sewing machine","forrad,forrard,frontwards,forwards,frontward,forward"
"idiom",107085225,1,"noun.communication",10,"n","dialect#1(dialect%1:10:00::),idiom#2(idiom%1:10:00::),accent#3(accent%1:10:03::)","the usage or vocabulary that is characteristic of a specific group of people","he has a strong German accent|it has been said that a language is a dialect with an army and navy|the immigrants spoke an odd dialect of English","dialect,idiom,accent",2,96,"domain member usage",400074907,"adv.all",2,"r","forrad#1(forrad%4:02:00::),forrard#1(forrard%4:02:00::),frontwards#1(frontwards%4:02:00::),forwards#1(forwards%4:02:01::),frontward#1(frontward%4:02:00::),forward#1(forward%4:02:00::)","at or to or toward the front","he faced forward|step forward|she practiced sewing backward as well as frontward on her new sewing machine","forrad,forrard,frontwards,forwards,frontward,forward"
"colloquialism",107004049,,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism",1,96,"domain member usage",300612032,"adj.all",0,"s","far-out#1(far-out%5:00:00:unconventional:01),offbeat#1(offbeat%5:00:00:unconventional:01),way-out#1(way-out%5:00:00:unconventional:01),quirky#1(quirky%5:00:00:unconventional:01),kinky#3(kinky%5:00:00:unconventional:01)","(informal) strikingly unconventional","","far-out,offbeat,way-out,quirky,kinky"
"formality",101206529,,"noun.act",4,"n","formality#3(formality%1:04:00::)","compliance with formal rules","courtroom formality","formality",3,96,"domain member usage",109574047,"noun.person",18,"n","person of colour#1(person_of_colour%1:18:00::),person of color#1(person_of_color%1:18:00::)","(formal) any non-European non-white person","","person of colour,person of color"
"plural form",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",107645613,"noun.food",13,"n","brussels sprouts#1(brussels_sprouts%1:13:00::)","the small edible cabbage-like buds growing along a stalk of the brussels sprout plant","","brussels sprouts"
"jargon",107086837,1,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",302523322,"adj.all",0,"s","slam-bang#1(slam-bang%5:00:00:violent:00)","violent and sudden and noisy","a slam-bang collision","slam-bang"
"cant",107086837,,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",3,96,"domain member usage",302523322,"adj.all",0,"s","slam-bang#1(slam-bang%5:00:00:violent:00)","violent and sudden and noisy","a slam-bang collision","slam-bang"
"intensive",106256179,,"noun.communication",10,"n","intensive#1(intensive%1:10:00::),intensifier#1(intensifier%1:10:00::)","a modifier that has little meaning except to intensify the meaning it modifies","`honestly' in `I honestly don't know' is an intensifier|`up' in `finished up' is an intensifier","intensive,intensifier",1,96,"domain member usage",400184576,"adv.all",2,"r","marvellously#1(marvellously%4:02:00::),marvelously#1(marvelously%4:02:00::),toppingly#1(toppingly%4:02:00::),wondrously#1(wondrously%4:02:00::),terrifically#1(terrifically%4:02:00::),wonderfully#1(wonderfully%4:02:00::),wondrous#1(wondrous%4:02:00::),superbly#1(superbly%4:02:00::)","(used as an intensifier) extremely well","her voice is superbly disciplined|the colors changed wondrously slowly","marvellously,marvelously,toppingly,wondrously,terrifically,wonderfully,wondrous,superbly"
"filth",107053904,,"noun.communication",10,"n","vulgarism#1(vulgarism%1:10:00::),dirty word#1(dirty_word%1:10:00::),obscenity#2(obscenity%1:10:00::),smut#4(smut%1:10:00::),filth#4(filth%1:10:00::)","an offensive or indecent word or phrase","","vulgarism,dirty word,obscenity,smut,filth",4,96,"domain member usage",113677815,"noun.quantity",23,"n","bugger all#1(bugger_all%1:23:00::),sweet Fanny Adams#1(sweet_fanny_adams%1:23:00::),fuck all#1(fuck_all%1:23:00::),Fanny Adams#1(fanny_adams%1:23:00::)","little or nothing at all","I asked for a raise and they gave me bugger-all|I know sweet Fanny Adams about surgery","bugger all,sweet Fanny Adams,fuck all,Fanny Adams"
"colloquialism",107004049,,"noun.communication",10,"n","colloquialism#1(colloquialism%1:10:00::)","a colloquial expression; characteristic of spoken or written communication that seeks to imitate informal speech","","colloquialism",1,96,"domain member usage",300230468,"adj.all",0,"s","primo#1(primo%5:00:00:best:00)","the best of its kind","","primo"
"jargon",107086837,1,"noun.communication",10,"n","argot#1(argot%1:10:00::),lingo#1(lingo%1:10:00::),patois#1(patois%1:10:01::),jargon#1(jargon%1:10:00::),vernacular#1(vernacular%1:10:01::),slang#2(slang%1:10:00::),cant#3(cant%1:10:00::)","a characteristic language of a particular group (as among thieves)","they don't speak our lingo","argot,lingo,patois,jargon,vernacular,slang,cant",1,96,"domain member usage",110087420,"noun.person",18,"n","guvnor#1(guvnor%1:18:00::)","(British slang) boss","","guvnor"
"french",106892420,6,"noun.communication",10,"n","French#1(french%1:10:00::)","the Romance language spoken in France and in countries colonized by France","","French",1,96,"domain member usage",101133040,"noun.act",4,"n","noblesse oblige#1(noblesse_oblige%1:04:00::)","the obligation of those of high rank to be honorable and generous (often used ironically)","","noblesse oblige"
"plural form",106230167,,"noun.communication",10,"n","plural form#1(plural_form%1:10:00::),plural#1(plural%1:10:00::)","the form of a word that is used to denote more than one","","plural form,plural",1,96,"domain member usage",103096719,"noun.artifact",6,"n","corduroys#1(corduroys%1:06:04::),cords#1(cords%1:06:04::)","cotton trousers made of corduroy cloth","","corduroys,cords"
